address,area,icon,id,image_url,is_private,lat,lon,meta,name,offentlig_avtale,phone_number,region_type,same_location_as,slug,strengths,type,updated_at
"Sykehusveien 1, 4838 Arendal",,accel,98c9d285-732c-4b4e-81ee-0c69b8b3c342,,False,58.465822454183055,8.750653123621868,,"Sørlandet sykehus, Regional kompetansetjeneste - medfødte russkader",,37 07 57 50,4,,sorlandet-sykehus-regional-kompetansetjeneste-medfodte-russkader,,2,2 år siden
"Presteseter 1, 2840 Reinsvoll",Opptaksområdet er fordelt på 42 kommuner i Innlandet.,accel,98c9d281-4992-4808-96a5-a0776047ff3d,,False,60.68254982172235,10.635991668211004,,"Sykehuset Innlandet, Enhet for familie",,91 50 62 00,4,Enhet for gravide og enhet for korttidsbehandling,sykehuset-innlandet-enhet-for-familie,"Styrke: Behandling opp til ett år. Far inn i behandling inntil 3 måneder før fødsel, individuell tilpasning.",0,2 år siden
"Vestveien 15, 1400 Ski","Follo, Romerike, Kongsvinger, Grue, Nord-Odal, Sør-Odal + Eidsskog i Innlandet + Rømskog kommune i Østfolk + bydelene Alna, Grorud og Stovner i Oslo.",accel,98c9d27f-7a2a-4b81-a9e2-18770eb28af7,,False,59.71536873545671,10.826863101888266,,"Akershus universitetssykehus, ARA Follo døgn",,90 78 16 86,4,Enhet for avrusning og enhet for ROP,akershus-universitetssykehus-ara-follo-dogn,Seksjonen har to enheter: Avrusning og ROP (behandling av samtidig rus- og psykisk lidelse).,0,2 år siden
"Bynesveien 60, 7018 Trondheim",Helse Midt-Norge,accel,98c9d28d-2ecf-40e2-8d80-9b29c08238ad,,True,63.44617767665717,10.338191187525508,,Tyrilisenteret i Trondheim,,474 74 015,2,,tyrilisenteret-i-trondheim,"Enheten tilbyr døgnbehandling i fellesskap, for voksne med alvorlig rusmiddelavhengighet. Beliggenheten er skjermet og fredelig, med utsikt over Trondheimsfjorden mot Munkholmen. Samtidig er det relativt kort vei til byens tilbud. Det har vært bosetting på Høvringen siden 1700-tallet, eller enda lenger. Hovedhuset fra 1947 har etter hvert fått selskap av flere andre trehus. Sjøen, marka og byen er naturlige arenaer for aktivitet og utvikling i behandlingshverdagen.",0,11 måneder siden
"Torsbergveien 20, 3032 Drammen",Vestre Viken,accel,98c9d28e-07a1-4782-ba61-3d2f9b9b3b9b,,False,59.71438831235413,10.142499926304355,,"Vestre Viken, ARA Poliklinikk, vurderingsteam",,32 86 13 30,4,ARA Drammen avgiftning ARA LAR Drammen,vestre-viken-ara-poliklinikk-vurderingsteam,Tverrfaglige vurderinger av alle henvisninger til rusbehandling i døgn.,1,3 måneder siden
"Hallveien 4, 9303 Silsand","Lenvik, Berg, Torsken, Tranøy, Dyrøy, Sørreisa, Målselv, Salangen, Bardu, Lavangen og Gratangen",accel,98c9d279-76c7-4b65-bf4b-cd3071c8afc0,,False,69.25114855038925,17.958573841660165,,"Universitetssykehuset Nord-Norge, Voksenpsykiatrisk poliklinikk Silsand",,77 75 47 00,1,,universitetssykehuset-nord-norge-voksenpsykiatrisk-poliklinikk-silsand,,0,2 år siden
"Ávjovárgeaidnu 182, 9730 Karasjok",Kommuner i Finnmark fylke og samisk befolkning ellers i landet.,accel,98c9d278-6c6f-4ce8-ac96-e8ce72f237e2,,False,69.4617071697263,25.476934387049237,,"Finnmarkssykehuset, Sámi klinihkka, SANKS, døgnenhet",,95068765,1,"DPS, post psykisk helse",finnmarkssykehuset-sami-klinihkka-sanks-dognenhet,"Gruppeterapi. Bruk av naturen som en ressurs, individuell veiledning av fysioterapeut. Turdager ukentlig. Tilbyr pasienter re-opphold.",0,1 år siden
"Hans Blomgate 39, 6900 Florø",Sunnfjord og ytre Sogn,accel,98c9d27c-219d-4192-b710-c8f427137907,,False,61.595567571251905,5.042987655244737,,"Helse Førde, Psykiatrisk klinikk, DPS dag Florø",,57 83 94 70,3,,helse-forde-psykiatrisk-klinikk-dps-dag-floro,Integrering med PHV og kort avstand til somatiske helsetjenester,0,2 år siden
"Jens Bjelkesgate 77, 0652 Oslo",Helse Sør-Øst,accel,98c9d28c-a496-4ded-972d-1ce70db45aed,,True,59.9145724607136,10.77063141809413,,Tyrili Arena Oslo,,474 74 000,4,Tyrili Stifinnerteam,tyrili-arena-oslo,"Enheten tilbyr døgnbehandling for pasienter med behov for stor grad av individuell tilpasning. Noen nærmer seg slutten av sitt behandlingsløp, og trenger en gradvis overgang til en selvstendig tilværelse. Andre har, av ulike grunner, størst utbytte av en behandlingshverdag med mye selvstendighet. Fokus på Arena er botrening, selvstendighet og ansvarsutvikling. Pasienter i slutten av behandlingsløpet fokuserer på jobb, skole, meningsfulle aktiviteter i hverdagen og sosialt nettverk.",0,11 måneder siden
"Rådhusgata 16, 1830 Askim","Indre Østfold, Skiptvet og Marker kommune",accel,98c9d284-2cf2-4ec0-aac0-b048bc50af22,,False,59.583811050604695,11.166615309826781,,"Sykehuset Østfold, ARA Poliklinikk Askim",,69 86 95 95,4,,sykehuset-ostfold-ara-poliklinikk-askim,Poliklinikk for rus- og avhengighetsbehandling skal gi tilbud til: - personer med rusproblemer eller avhengighet til rusmidler/vanedannende stoffer - foreldre/barn/søsken/ektefelle/partner til personer med rusmiddelmisbruk - personer med spilleavhengighet - veiledning til samarbeidspartnere som kommunale instanser eller andre Vi har et stort fokus på bred kartlegging i oppstartsfasen og fortsatt tverrfaglighet gjennom hele behandlingsløp. Alle nyhenviste får tilbud om kartlegging og vi har en visjon om null avslag.,0,2 år siden
"Klostergata 48, 7030 Trondheim",Trøndelag Sør,accel,98c9d27a-91bd-445f-8851-3ab5f6848516,,False,63.42461615652037,10.38625024809744,,"St. Olavs hospital, Poliklinikk",,73 86 28 30,2,Allmenn døgn og Krise-korttidsavdeling,st-olavs-hospital-poliklinikk,Gruppepoliklinikk og systematisk trening tilbys alle pasienter i tillegg til den individuelle oppfølgingen.,0,2 år siden
"Kongsgård alle 71, 4632 Kristiansand",Agder,accel,98c9d28e-02bb-48c4-a908-8dc903d800c1,,False,58.15863561911411,8.033533457772856,,"Sørlandet sykehus, ARA Vurderingsteam",,38 13 26 00,4,ARA Ambulant Kristiansand. ARA Enhet for gruppebehandling ARA Avgiftningsenheten Kristiansand ARA Enhet for rus- og psykiatri,sorlandet-sykehus-ara-vurderingsteam,Sentralisert vurderingsteam for behandling av henvisninger til inntak i alle ARAs behandlingsenheter.,1,11 måneder siden
"Østre Murallmenningen 7, 5012 Bergen",,accel,98c9d28d-9c42-4ccc-8450-29dc96d068ee,,False,60.39351588219259,5.328910346229858,,"Helse Bergen, AFR vurderingsteam",,55 97 01 00,3,AFR poliklinikk Murhjørnet,helse-bergen-afr-vurderingsteam,,1,2 år siden
"Lervigsveien 16, 4014 Stavanger",Stavanger kommune,accel,98c9d27e-9208-40f4-ba3d-4640e60d4827,,False,58.971026270662136,5.760587544495809,,"Helse Stavanger, ARA LAR Øst",,51 51 40 54,3,,helse-stavanger-ara-lar-ost,,0,2 år siden
"Engerdalsveien 1222, 2485 Rendalen",Helse Sør-Øst,accel,98c9d28b-a0eb-4179-ac3e-107207ce32de,,True,61.728360545750974,11.39013580765902,,Stiftelsen Renåvangen,,62 46 60 50,4,,stiftelsen-renavangen,"Vi har 5 års ettervern, med rom for sekvensiell behandling. Det er et tett program hvor vi forventer deltagelse, det gir forutsigbarhet, fellesskap og mange læringsarenaer. Vi har familiehelg hver 4. helg, et gratistilbud med mulighet for familieterapi.",0,4 måneder siden
"Søsterveien 2, 8613 Mo i Rana",Helgeland,accel,98c9d279-dc3f-421f-a5a4-b075c72a22f0,,False,66.3279408770463,14.18578553902047,,"Helgelandssykehuset, Rusavdelingen Mo i Rana, døgnenhet",,75 66 0077,1,"Rusavdelingen TSB-poliklinikk Mo i Rana,",helgelandssykehuset-rusavdelingen-mo-i-rana-dognenhet,Godt sammensatt tverrfaglig kompetanse i personalet. Gode strukturer for å ivareta brukermedvirkning.,0,4 måneder siden
"Kirkeveien 166, Bygg 50, 0450 Oslo","Oslo (med unntak av bydelene Stovner, Alna og Grorud)",accel,98c9d281-0a17-4e9d-9dfa-6d1f2af75d79,,False,59.93555286589671,10.738335331306127,,"Oslo universitetssykehus, ARA Seksjon rus- og avhengighetspoliklinikk HABiO",,91 17 89 17,4,,oslo-universitetssykehus-ara-seksjon-rus-og-avhengighetspoliklinikk-habio,"Poliklinikkene har et robust, variert og kompetent fagmiljø med spesialutdannede medarbeidere. De kliniske enhetene gir tilbud om tverrfaglig utredning, skadereduksjon og behandling til personer over 15 år med rus- og avhengighetsproblematikk og pårørende. Poliklinikken tilbyr også behandling til personer med problematisk bruk av anabole androgene steroider, spill og annet. I poliklinikker for legemiddelassistert rehabilitering (LAR) og heroinassistert behandling (HABiO) tilbys behandling med substitusjonslegemidler. HAB er forbeholdt de med en alvorlig opioiddominert ruslidelse der dagens LAR-behandling eller tilsvarende ikke har gitt god nok effekt. I behandlingen blir pasienten fulgt opp av sykepleier, lege og sosionom. De vil sammen med pasienten utarbeide en behandlingsplan der pasienten følges opp på de områder pasienten har behov for. HABiO gir særlig tett oppfølgning til sine pasienter med oppmøte to ganger daglig.",0,2 år siden
"Mellomåsveien 26, 8076 Bodø",Salten,accel,98c9d279-832a-4f19-be03-bb865a65a04c,,False,67.28544689602752,14.434369333453821,,"Nordlandssykehuset, Ruspoliklinikken",,75 50 16 00,1,Rus- og psykiatrienheten,nordlandssykehuset-ruspoliklinikken,"Godt tverrfaglig sammensatt team bestående av sosialfaglig, sykepleierfaglig og helsefaglig kompetanse, psykologer, psykiatere og nevropsykolog. Dette styrker tilbudet til våre pasienter med svært sammensatt og kompleks problematikk.",0,2 år siden
Hvitsandvegen 34 3811 Hørte,Helse Sør-Øst,accel,98c9d28a-316f-49a3-a261-a95f83b2db56,,True,59.417057281084176,9.13192510175071,,Samtun,,35 95 66 00,4,,samtun,"Samtun tilbyr individuelt tilpasset døgnbehandling til pasienter med rusmiddelavhengighet i alderen 17 år og oppover, med fellesskapet som ramme. Vi tilpasser behandlingstilbudet i forhold til våre pasienters utfordringer og behov. Våre psykologer, leger og miljøterapeuter jobber tett på pasientene i behandlingshverdagen, noe som legger grunnlaget for den tverrfaglige behandlingen. Pasienter som vil, kan delta på trening og aktiviteter i regi av Samtun eller i nærmiljøet. For å sikre en god overgang til tiden etter behandling, tilrettelegger vi for ekstern arbeidstrening og skolegang. Vi legger stor vekt på samarbeid med kommunene i en etableringsfase.",0,1 år siden
"Kirkegata 2, 7601 Levanger","Meråker, Stjørdal, Frosta, Levanger, Verdal, Inderøy, Steinkjer og Snåsa kommune.",accel,98c9d27a-5447-4360-b74d-fb9ffa1c5be2,,False,63.74456036153579,11.29723453641581,,"Helse Nord-Trøndelag, ARA poliklinikk Levanger",,74 09 80 00,2,"ARA døgnenhet Levanger, Sykehuset Levanger inkludert psykisk helsevern og somatiske avdelinger.",helse-nord-trondelag-ara-poliklinikk-levanger,Bredt poliklinisk tilbud med ulike faglige tilnærminger. Ansvar for LAR.,0,2 år siden
"Dalavegen 29, 6856 Sogndal",,accel,98c9d28d-91a8-4634-ac15-96e89b608244,,False,61.23481857008726,7.092875447452833,,"Helse Førde, Indre Sogn psykiatrisenter, vurderingsteam",,57 62 75 00,3,Ruspoliklinikk,helse-forde-indre-sogn-psykiatrisenter-vurderingsteam,,1,2 år siden
"Helga Vaneks vei 6, 1281 Oslo","Rus- og avhengighetspoliklinikk Mortensrud har inntak fra bydelene Østensjø, Nordstrand og Søndre Nordstrand.",accel,98c9d280-cd91-4f61-9ca2-b7a35c5ee908,,False,59.85022363279533,10.838177524868058,,"Oslo universitetssykehus, ARA Seksjon rus- og avhengighetspoliklinikk Mortensrud",,23 02 30 00,4,Søndre Oslo DPS,oslo-universitetssykehus-ara-seksjon-rus-og-avhengighetspoliklinikk-mortensrud,"Avdeling rus- og avhengighetsbehandling har et helhetlig tilbud og dekker alle basistjenester, inkludert akutt, poliklinikk, ambulante tjenester, avrusning og døgnbehandling. Det er i avdelingen også eget pårørendetilbud for de som er berørt av rus og avhengighet. Vi har et nært samarbeid med behandlingstilbud i somatikk og psykisk helsevern i eget sykehus. Poliklinikkene har et robust, variert og kompetent fagmiljø med spesialutdannede medarbeidere. Alle de kliniske enhetene gir tilbud om tverrfaglig utredning, skadereduksjon og behandling til personer over 15 år med rus- og avhengighetsproblematikk og pårørende. Poliklinikken tilbyr også behandling til personer med problematisk bruk av anabole androgene steroider, spill og annet. Det tilbys en rekke behandlingstilnærminger som Motiverende intervju, Eye Movement Desensitisation and Reprocessing (EMDR), kognitiv terapi, familieterapi, dialektisk adferdsterapi og mindfulness. Poliklinikken tilbyr til enhver tid et stort og variert gruppebehandlingstilbud. I hovedsak foregår oppfølgningen i poliklinikken sine lokaler, men det er også mulighet for å møtes utenfor poliklinikken eller digitalt. Poliklinikken har et arenafleksibelt team kan bistå i særlig krevende perioder. Et av satsningsområdene er sosialfaglig behandling og det er knyttet dedikerte klinikere til dette. Det tilbys behandling med substitusjonslegemidler i poliklinikker for legemiddelassistert rehabilitering (LAR) og heroinassistert behandling (HABiO). Den medisinske behandlingen er en del av en helhetlig oppfølgning med tilgang til det samme behandlingstilbudet som gis i øvrige enheter.",0,8 måneder siden
"Kyrre Grepps gate 19, 2819 Gjøvik","Østre Toten, Vestre Toten, Søndre Land, Nordre Land og Gjøvik",accel,98c9d282-1771-445a-9d2a-6fd4f4115db4,,False,60.79979578406437,10.678678829326564,,"Sykehuset Innlandet, DPS Gjøvik, poliklinikk Gjøvik",,91 50 62 00,4,Voksenpsykiatrisk poliklinikk.,sykehuset-innlandet-dps-gjovik-poliklinikk-gjovik,Mye kompetanse på traumer i teamet. Teamets medlemmer er lett tilgjengelig for hverandre og har stor tillit til hverandres vurderinger. TSB-teamet er organisert i en poliklinikk som i tillegg består av et LAR og et FACT team. Vi er samlokalisert med to voksenpsykiatriske poliklinikken.,0,2 år siden
"Sjukehusvegen 15, 5451 Valen",Kvinnherad og Ullensvang kommune,accel,9b3b6347-9609-4dce-8b9a-f1a5ab5965d0,,False,59.829488687955205,5.788921323559063,,"Helse Fonna, Folgefonn DPS, TSB-poliklinikk Valen",,53466590,3,Allmennpoliklinikk og døgnpost,helse-fonna-folgefonn-dps-tsb-poliklinikk-valen,"MI Individuell terapi. Legemiddelintervensjoner. Samhandling med kommunr, bl.a. Samhandlingsteam innen TSB. God kvalitet i LAR oppfølging.",0,2 år siden
"Greveveien 16, 3257 Larvik",Larvik og Sandefjord kommune,accel,98c9d283-3933-4cd6-b784-fdf0146afcc1,,False,59.05287380143612,10.043946666020961,,"Sykehuset i Vestfold, ARA LAR sør Larvik",,90 76 65 73,4,,sykehuset-i-vestfold-ara-lar-sor-larvik,"Individuell tverrfaglig vurdering med hensyn til både medikamentvalg, kartlegging, utredning og behandling.",0,2 år siden
"Øvre Strandgate 2, 3018 Drammen","Drammen, Lier, Sande og deler av Holmestrand.",accel,98c9d28e-14e5-4257-9689-0ac99de075c4,,False,59.74592235557989,10.204541269440654,,"Vestre Viken, Drammen DPS, vurderingsteam",,32 86 18 00,4,,vestre-viken-drammen-dps-vurderingsteam,"Inntaksteamet har et sammensatt tverrfaglig team med overlege, psykologspesialist, sosionom.",1,1 år siden
"Langfjordveien 1465, 9545 Langfjordbotn",Helse Nord,accel,98c9d277-eef7-4257-a894-f3b5cde100d0,,True,70.03919972019102,22.26567119852753,,Finnmarkskollektivet,,78 44 45 30,1,,finnmarkskollektivet,"Se hele mennesket. Bruke aktivitet i behandling, samt å kunne bistå pasientene etter endt utskrivning.",0,2 år siden
"Lagårdsveien 78, 4010 Stavanger",Sør Rogaland,accel,98c9d28d-aa84-41db-b403-850f4386bcb1,,False,58.95535115719025,5.7347599440483075,,"Helse Stavanger, ARA Inntak- og oppstartsteam",,94 78 46 92,3,LAR helse Stavanger og Oppsøkende behandlingsteam Stavanger,helse-stavanger-ara-inntak-og-oppstartsteam,"Inntak- og oppstartsteam er en sentral vurderingsenhet for TSB Helse Stavanger. Teamet følger pasientene tett fra henvisning til første fase av behandling. Pasientene får sin egen forløpskoordinator og samtaler med brukerrepresentant, psykolog og lege. Samtalene legger grunnlaget for hvilke behandlingstiltak som vedtas i et tverrfaglig beslutningsmøte.",1,2 år siden
"Raskebakkin 34, 2910 Aurdal","Etnedal, Sør-Aurdal, Nord-Aurdal, Øystre Slidre, Vestre Slidre og Vang",accel,98c9d282-523f-4297-a462-06a008bd4be3,,False,60.922713688442094,9.417375821913097,,"Sykehuset Innlandet, DPS Gjøvik, poliklinikk Valdres",,91 50 62 00,4,"Allmennpsykiatrisk team, FACT team og Akutt-/ambulant team",sykehuset-innlandet-dps-gjovik-poliklinikk-valdres,,0,2 år siden
"Maskevarreveien 3, 9845 Tana",,accel,98c9d278-6870-4b4e-936d-7a92b3a306b5,,False,70.19450205565316,28.176965313251756,,"Finnmarkssykehuset, Klinikk Kirkenes, Voksenpsykiatrisk poliklinikk Tana",,78 96 72 40,1,,finnmarkssykehuset-klinikk-kirkenes-voksenpsykiatrisk-poliklinikk-tana,,0,1 år siden
"Skolegata 22, 2317 Hamar","TSB poliklinikk vurderer henvisninger til hele opptaksområdet; Hamar, Ringsaker, Stange og Løten, Trysil, Elverum, Våler, Åsnes og Åmot kommuner.",accel,98c9d28d-cf62-4502-b8f3-efb2304a42b7,,False,60.796721236957815,11.068952435795941,,"Sykehuset Innlandet, DPS Elverum-Hamar, vurderingsteam",,91 50 62 00,4,,sykehuset-innlandet-dps-elverum-hamar-vurderingsteam,"Som utpekt vurderingsinstans for TSB, har enheten et eget tverrfaglig inntaksteam som består av faste medlemmer.",1,2 år siden
Stasjonsveien 61 8515 Narvik,"Nordland, Troms og Finnmark, men man kan søke seg inn fra hele Norge.",accel,98c9d279-0e42-4887-bd86-6286688763b8,,False,68.44890118002019,17.455876469032056,,"Universitetssykehuset Nord-Norge, Russeksjon Narvik",,76171490,1,Avrusningsenhet og Døgnenhet Narvik,universitetssykehuset-nord-norge-russeksjon-narvik,"Russeksjon Narvik tilhører Rusavdelingen i Psykisk helse og rusklinikken ved UNN HF. Vi holder til i et nytt fullintegrert sykehus med nært samarbeid med PHV og somatikken. Alle pasienter får sitt eget behandlingsteam som består av pasienten selv, behandler, psykolog, miljøkontakt og lege. Behandlingen ved Russeksjon Narvik tilrettelegges individuelt. De fleste av våre pasienter har en blanding av gruppeterapi, individuelle samtaler /aktivitet og miljøterapi som en del av sin behandling. Seksjonen tilbyr ulike typer gruppebehandling: endringsgruppe, mestringsgruppe, kvinnegruppe, selvhevdelsegruppe og friluftsgruppe. Miljøterapien har fokus på det daglige samspillet, gode hverdags rutiner med rammer, aktiviteter og støtte i omgivelsene. Det å ta del i et slik fellesskap bidrar til mestring og utvikling, og er en svært viktig del av behandlingen. Seksjonen har både lokaler og omgivelser som gir et meget godt utgangspunkt for ulike opplevelser og hobbyer. Seksjonen har eget aktivitetsrom, bookbar gymsal og treningsrom. Det er fine turområder i nærheten av sykehuset der vi er lokalisert, samt grill hytte på uteområdet.",0,11 måneder siden
"Klostergata 48, 7030 Trondheim",Trøndelag Sør,accel,98c9d27a-d458-418e-b21f-8b15700dee82,,False,63.42102110346586,10.392283571725761,,"St. Olavs hospital, Krise–korttidsavdeling",,73 86 29 60,2,Poliklinikk og Allmenn døgn,st-olavs-hospital-krise-korttidsavdeling,"Individuelt tilpassede behhandlingsforløp, sekvensielle opphold, tett samarbeid med LMS, poliklinikk og LAR, før og etter døgn. Individuelle behandlingsplaner og tilpasset oppfølging etter døgn. Stort fokus på nettverksarbeid, nettverksmøter.",0,2 år siden
"C.J. Hansens vei 1A, 2007 Kjeller",,accel,98c9d28d-b84e-41ce-8c84-abc6ab6aa596,,False,59.96113670096271,11.05462800258044,,"Akershus universitetssykehus, ARA Nedre Romerike poliklinikk vurderingsteam",,63 89 40 20,4,ARA Nedre Romerike poliklinikk,akershus-universitetssykehus-ara-nedre-romerike-poliklinikk-vurderingsteam,,1,2 år siden
"Strandgata 1, 6415 Molde","Molde, Rauma, Aukra, Vestnes, Hustadvika/Nordmøre og Romsdal",accel,98c9d27b-83e1-4840-b393-8b611c26772c,,False,62.73646994765658,7.165671247464955,,"Helse Møre og Romsdal, TSB-poliklinikk Molde",,71 21 98 00,2,,helse-more-og-romsdal-tsb-poliklinikk-molde,"LAR-behandling (inkl. ambulant), tilbud til innsatte, NET/DBT-traumebehandling, pårørendetilbud, FOU og forskning, Utvidet gruppebehandling (recovery og spill)",0,2 år siden
"Nordsinni 356, 2870 Dokka",Helse Sør-Øst,accel,98c9d28a-1b67-4cf6-81c4-4b97ce66a55a,,True,60.83981510543917,10.001614690494888,,Riisby behandlingssenter,,61 11 28 00,4,,riisby-behandlingssenter,Kunnskapsbasert behandlingstilbud-bred faglig kompetanse Individuelt tilpasset behandlingsforløp Utredning av psykisk og somatisk helse Traumebehandling Gruppetilbud; bla. rusmestringsgruppe Fokus på fysisk aktivitet og andre aktiviteter Nye og funksjonelle lokaler i naturskjønne omgivelser Vi ønsker å hjelpe den enkelte til å leve et godt liv uten bruk av rusmidler,0,1 år siden
"Prestmarkveien 1, 8800 Sandnessjøen","Alstahaug, Leirfjord, Lurøy, Træna, Herøy og Dønna",accel,98c9d279-fd91-41fa-ae37-8575441de83c,,False,66.01835303865032,12.627901342747961,,"Helgelandssykehuset, Voksenpsykiatrisk poliklinikk Sandnessjøen, rusteam",,75 66 04 60,1,,helgelandssykehuset-voksenpsykiatrisk-poliklinikk-sandnessjoen-rusteam,"Nært samarbeid med psykisk helsevern. Vi er samlokalisert, og kan tilby integrerte behandlingsforløp.",0,9 måneder siden
"Sinsenveien 54, 0585 Oslo",Helse Sør-Øst,accel,98c9d28b-85d8-4ad8-9eaa-ebac94c16325,,True,59.93310144376853,10.794910848563795,,Stiftelsen Kvinnekollektivet Arken,,21 01 87 80,4,,stiftelsen-kvinnekollektivet-arken,"Behandlingssted kun for kvinner med daglig gruppeterapi og individuell terapi ved behov. Henter kunnskap fra 12-trinns-ideologien. Jobber traumesensitivt. Behandlerne på ARKEN har solid tverrfaglig, medisinsk og psyk. komp., og flere behandlere har erfaringsbasert kompetanse. Hovedmål er varig rusfrihet og et verdig liv.",0,2 år siden
"Auglendsdalen 64, 4017 Stavanger",Helse Vest,accel,98c9d287-62d7-4ea8-92c4-dd7526460855,,True,58.93809765948426,5.717966605263476,,Frelsesarmeens behandlingssenter Stavanger,,51 82 87 00,3,,frelsesarmeens-behandlingssenter-stavanger,"Helhetlig og individuelt tilpasset behandlingstilbud til den enkelte pasient. Høyt fokus på mentaliseringsbasert terapi i tilnærmingen til pasientene, samt fokus på fysisk aktivitet.",0,2 år siden
"Skolegata 22, 2317 Hamar","TSB poliklinikk vurderer henvisninger til hele opptaksområdet; Hamar, Ringsaker, Stange og Løten, Trysil, Elverum, Våler, Åsnes og Åmot kommuner. LAR team dekker alle kommunene. Eget TSB team som sitter i Elverum.",accel,98c9d281-fc65-44e4-abef-870077016123,,False,60.799876558059125,11.067711416527718,,"Sykehuset Innlandet, DPS Elverum-Hamar, TSB-poliklinikk Hamar",,91 50 62 00,4,"To allmennpolikliniske enheter, og et akutt ambulant team.",sykehuset-innlandet-dps-elverum-hamar-tsb-poliklinikk-hamar,"TSB poliklinikken har kompetente, erfarne og spesialiserte medarbeidere på alle de faglige nøkkelposisjonene i rus- og avhengighetsbehandling kombinert med psykisk lidelse. Alle med helse- og sosialfaglig grunnutdannelse har spesialisering/videreutdanning i psykisk helsearbeid/rusproblematikk, og mange har en eller flere tilleggsutdanninger. Spesialistkompetanse: To overleger/psykiatere er ogdannet utdannet rus og avhengighetsmedisinere, dog er de i redusert stilling. Tilbyr LIS i rus- og avhengighetsmedisin poliklinisk tjeneste. * To psykologspesialiststillinger: Spesialistene har lang og bred erfaring, og mange tilleggsutdanninger. Tilbyr PIS i rus- og avhengighetspsykologi poliklinisk tjeneste.",0,2 år siden
"Kirkeveien 275, 3140 Borgheim",Tidligere Vestfold fylke,accel,98c9d282-b6e4-4a11-92bb-9d42bfda01be,,False,59.20668461560768,10.406452525658443,,"Sykehuset i Vestfold, ARA Avgiftning Bygg B",,33 34 12 00,4,Samlokalisert med ARA Avgiftning Bygg A og ARA Utredning og behandling Bygg C,sykehuset-i-vestfold-ara-avgiftning-bygg-b,Psykoedukative behandlingsgrupper,0,2 år siden
