address,area,icon,id,image_url,is_private,lat,lon,meta,name,offentlig_avtale,phone_number,region_type,same_location_as,slug,strengths,type,updated_at
"Wergelands vei 2, 3613 Kongsberg","Kongsberg, Øvre Eiker, Sigdal, Nore og Uvdal, Rollag og Flesberg",accel,98c9d286-4475-4a95-a296-8503871515af,,False,59.6658494043701,9.654249320050429,,"Vestre Viken, Kongsberg DPS, ROP-teamet",,32 72 58 50,4,Voksenpsykiatrisk poliklinikk,vestre-viken-kongsberg-dps-rop-teamet,"Vi har i ca 15 år ikke bare jobbet med TSB, men vært et rus- og psykiatriteam der vi har tatt hensyn til både rus- og psykisk lidelse både under utredning og behandling. Sosialfaglig, psykologisk og lege-ressurser ansatt i teamet. Samlokalisert med VOP.",0,2 år siden
"Lade Allé 86, 7041 Trondheim","Helse Midt-Norge: Trøndelag, Møre og Romsdal",accel,98c9d286-c09a-4539-99be-ee2d2b0096fb,,True,63.44344896901464,10.460928343023138,,"Blå Kors klinikk Lade, Avdeling for alkohol- og medikamentavhengighet",,73 84 85 00,2,"Avrusningsavdelingen, ROP-avdelingen, Avdeling for gravide og småbarnsfamilier",bla-kors-klinikk-lade-avdeling-for-alkohol-og-medikamentavhengighet,"Kjønnsdelt behandlingstilbud forbeholdt alkohol- og medikamentavhengighet. Kvinner (7 plasser) og menn (9 plasser) bor i adskilte døgnposter, og alt program foregår kjønnsdelt. Dette gir i følge tilbakemeldinger ekstra behandlingsro og trygghet, og avdelingen kan vise til svært gode resultater. Det tilbys sekvensielle forløp og vi har brukerstyrte plasser. Familie- og pårørendeinvolvering, stabiliserende traumebehandling, brukermedvirkning, trening og aktivitet.",0,4 måneder siden
"Tertnesveien 35, 5113 Tertnes",,accel,98c9d27c-f6c4-42db-9591-d2d45a19be9d,,False,60.45421209549035,5.313605589809814,,"Helse Bergen, AFR seksjon Tertnes",,55 95 73 10,3,Kvinnepost og Familieambulatoriet,helse-bergen-afr-seksjon-tertnes,"MBT, familieterapi, treningsterapi, uttrykksterapi, pårørendearbeid, gruppeterapi, utredning og kartlegging. Familieambulatorie med Cos-P grupper, koordinerende instans som bistår familiene gjennom graviditet og frem til barnet når skolealder.",0,2 år siden
"Peter Skredders veg 34, 2312 Ottestad",Opptaksområdet er fordelt på 42 kommuner i Innlandet.,accel,98c9d281-b432-466c-94f5-f65ea79cb67f,,False,60.78259534263663,11.159397804528025,,"Sykehuset Innlandet, Enhet for utredning",,91 50 62 00,4,Enhet for avrusning,sykehuset-innlandet-enhet-for-utredning,"Vår styrke er at vi jobber systematisk med ulike kartleggingsverktøy og diagnoseverktøy. Miljøobservasjoner og en behandlingsplan som pasienten kjenner til. Tverrfaglig sammensatt, de fleste jobber i 100 % stillinger og er er høyskoleutdannet.",0,2 år siden
"Sjukehusveien 9, 2500 Tynset",,accel,98c9d28d-de80-4247-8c18-36cf73af1548,,False,62.27105412006429,10.768679906164227,,"Sykehuset Innlandet, DPS Tynset, vurderingsteam",,91 50 62 00,4,,sykehuset-innlandet-dps-tynset-vurderingsteam,,1,2 år siden
"Skogstøstraen 37, 4029 Stavanger",,accel,98c9d28d-5d61-405c-94b4-4bdbd6644dab,,True,58.99185841571047,5.690697840960994,,KORUS Stavanger,,51 70 33 22,3,,korus-stavanger,,2,2 år siden
"Vestmoa 27, 6018 Ålesund",Kommuner i Møre og Romsdal fylke,accel,98c9d27b-204a-4b95-b061-aebf5f5dc3e8,,False,62.47001266990548,6.3429258618978235,,"Helse Møre og Romsdal, Korttids døgn Ålesund behandlingssenter",,70 10 50 00,2,Avrusning og TSB-poliklinikk,helse-more-og-romsdal-korttids-dogn-alesund-behandlingssenter,"Jobber med å spisse enheten opp på ROP CBT og kognitiv miljøterapi. Inntil 12 ukers behandlingstid. Høy kompetanse på utredning av psykisk helse og rus, og utreder størsteparten av innlagt pasienter. Enhet med høyt fokus på tverrfaglighet.",0,4 måneder siden
"Arnold Dybjords vei 1, 3511 Hønefoss",,accel,98c9d28e-1d97-4b84-b5a4-3ba31ea22fff,,False,60.144807535930354,10.262752609175442,,"Vestre Viken, Ringerike DPS, vurderingsteam",,32 11 65 00,4,,vestre-viken-ringerike-dps-vurderingsteam,,1,11 måneder siden
"Arnulf Eide-veien 6, 9050 Storsteinnes","Balsfjord, Storfjord og Lyngen",accel,98c9d279-52d9-4f7e-ba4f-8fe0f178dbda,,False,69.23931418997316,19.231624048801198,,"Universitetssykehuset Nord-Norge, Voksenpsykiatrisk poliklinikk Storsteinnes",,77 75 45 00,1,,universitetssykehuset-nord-norge-voksenpsykiatrisk-poliklinikk-storsteinnes,Alle behandlere må behandle pasienter med rusproblemer og sørge for å inneha nødvendig kunnskap og kompetanse.,0,1 uke siden
"Houmsvegen 77, 2385 Brumunddal",Helse Sør-Øst og Helse Nord,accel,98c9d289-9f7f-47c9-98ef-4d44268750fa,,True,60.9302459825508,10.851307220384799,,Kirkens Bymisjon Veslelien,,623 31 750,4,,kirkens-bymisjon-veslelien,"Kunnskapsbasert behandlingstilbud, med høy og bred faglig kompetanse. Utredning av psykisk og somatisk helse, herunder ADHD-problematikk. Individuelt tilpassede behandlingsforløp, med et vidt spekter av metode. Traumesensetiv tilnærming i alle deler av hjelpearbeidet. Samlet ønsker vi med dette å gi et helhetlig og adekvat tilbud til mennesker med ulike hjelpebehov, hvor rus er fellesnevner- mens mennesket er unikt.",0,4 måneder siden
"Torsbergveien 20, 3032 Drammen",Viken,accel,98c9d285-7d4f-485e-b2c7-5bbe4c354d1b,,False,59.71615354587968,10.14598789484614,,"Vestre Viken, ARA Døgn Drammen, Behandlingsenhet 2",,32 86 13 30,4,ARA Behandlingsenhet 1 og Avgiftningsenhet 2,vestre-viken-ara-dogn-drammen-behandlingsenhet-2,,0,3 måneder siden
"Tjømegaten 9A, 3126 Tønsberg","Horten, Tønsberg og Holmestrand kommune",accel,98c9d283-1872-4e92-9710-4a2121bff3cd,,False,59.270891417523416,10.414093429261042,,"Sykehuset i Vestfold, ARA LAR nord Tønsberg",,90 71 74 61,4,,sykehuset-i-vestfold-ara-lar-nord-tonsberg,"Helhetlig, tverrfaglig samarbeid",0,1 år siden
"Forskningsveien 7, 0373 Oslo",,accel,98c9d28e-2214-4cbc-b490-506c9550b365,,False,59.93891891789513,10.709672990144869,,"Diakonhjemmet sykehus, Inntaksteam psykisk helsevern og TSB",,22 02 98 00,4,Enhet for rus og psykiatri,diakonhjemmet-sykehus-inntaksteam-psykisk-helsevern-og-tsb,,1,2 år siden
"Sykehusveien 3, 8516 Narvik",Ofoten og deler av Midt-Troms,accel,98c9d279-7eea-471d-9317-fbfa2826b7b7,,False,68.44107769493375,17.410815425061756,,"Universitetssykehuset Nord-Norge, Voksenpsykiatrisk poliklinikk Narvik",,76 96 86 00,1,,universitetssykehuset-nord-norge-voksenpsykiatrisk-poliklinikk-narvik,,0,2 år siden
"Kløvertunvegen 1, 6100 Volda","Søre Sunnmøre: Volda, Østa, Vanylven, Sande, Herøy, Hareid, Ulstein",accel,98c9d27b-a8f6-4480-96b7-8ba983d4c452,,False,62.14778418085063,6.096022535206895,,"Helse Møre og Romsdal, DPS poliklinikk Volda",,70 05 85 60,2,,helse-more-og-romsdal-dps-poliklinikk-volda,"Vi har god tverrfagleg samansetting. Har psykiater og psykologspesialist + mange med lang erfaring i teamet. God kompetanse på KAT, MKT, traumeterapi/EMDR.",0,2 år siden
"Normannsgata 47, 0655 Oslo",,accel,98c9d28d-56e1-491d-8cfe-e04d22dc0e3e,,True,59.91272007234829,10.782828498957686,,Tyrili Forskning og utvikling,,47 47 40 00,4,,tyrili-forskning-og-utvikling,,2,2 år siden
"Nedre Hagavei 303, 2150 Årnes","Follo, Romerike, Kongsvinger, Grue, Nord-Odal, Sør-Odal + Eidsskog i Innlandet + Rømskog kommune i Østfold + bydelene Alna, Grorud og Stovner i Oslo.",accel,98c9d27f-56ae-4202-8184-f52e180afe0e,,False,60.10078578699682,11.4370899630143,,"Akershus universitetssykehus, ARA Elvestad døgn",,67 96 14 00,4,,akershus-universitetssykehus-ara-elvestad-dogn,"Pasienten i sentrum i den forstand at hver enkelt pasient er inkludert i sitt eget behandlingsforløp. Det er tett oppfølgning med primærkontakter, behandler, sosionom o.l.",0,2 år siden
"Fjelldalveien 349, 9441 Fjelldal",Helse Nord,accel,98c9d286-b9c5-4d5e-ae5d-3d30925356ff,,True,68.55769857616257,16.533544044537358,,Blå Kors klinikk Tjeldsund,,76 93 60 00,1,Egne lokaler,bla-kors-klinikk-tjeldsund,"Klinikken har en helhetlig utredning og behandling for rus og avhengighetslidelser. Terapien er basert på 12-trinnsmodellen, kognitiv terapi og tverrfaglig behandlingsteam (TSB). Pasienters egen utvikling og refleksjon er sentralt. I gruppeterapien fokuseres det på fellesskapet, erfaringsdeling, åpenhet, ærlighet og erkjennelse av rusutfordringer/rusadferd. Det tverrfaglige teamet støtter opp om pasientens mål som egen prosess til rusfrihet. Det tilbys forelesninger, pasientstyrte grupper og nært samarbeid med AA og NA. Erfaringskonsulenter, terapeuter, leger, psykologer, helsepersonell og miljøpersonell legger til rette for rusfrihet. Etter utskrivning tilbys pasientene oppfølgingsplan med sponsor, personlig oppfølgingsplan i samarbeid med hjemkommune, det tilbys oppfølgingsuke og pasienter oppfordres til å ta kontakt «når livet» blir vanskelig. Det etableres kontakt med AA/NA, slik at pasientene har et kjent nettverk etter endt behandling.",0,2 år siden
"Jan Johnsens gate 12, 4011 Stavanger","Sør-Rogaland, fra Hjelmeland i nord til Sokndal i sør.",accel,98c9d27f-4f7f-41ef-bd09-1e8b665d4a1c,,False,58.952294397973034,5.7409251999200395,,"Helse Stavanger, ARA Akuttpost TSB",,Sengepost: 51 80 68 00 Vakthavende lege: 913 18 701,3,Akuttpsykiatri / Psykisk helsevern,helse-stavanger-ara-akuttpost-tsb,Ansvar for: • Øyeblikkelig hjelp- jfr. akuttkriterier TSB. • Subakutte forløp • Pasientforløp overdose • Pasienter innlagt etter helse- og omsorgstjenesteloven § 10-3 (tilbakeholdelse av gravide rusmiddelavhengige). • Pasienter innlagt etter § 10-2 (tilbakehold i institusjon uten eget samtykke). • Betjent vakttelefon for konferering og drøfting 24/7.,0,2 år siden
"Kristian Fredriks vei 10, 3257 Larvik",Larvik og Sandefjord kommune,accel,98c9d283-9a27-47d0-bd53-dd8fcc5a78ca,,False,59.048586539568284,10.044068037425406,,"Sykehuset i Vestfold, ARA Rus- og avhengighetspoliklinikk sør Larvik",,33 11 86 00,4,,sykehuset-i-vestfold-ara-rus-og-avhengighetspoliklinikk-sor-larvik,Individuelt tilpasset behandling med tanke på varighet og innhold.,0,2 år siden
"Kirkeveien 275, 3140 Nøtterøy",,accel,98c9d28d-e337-4081-8879-cfc998fde631,,False,59.2030459994547,10.408007245914025,,"Sykehuset i Vestfold, ARA Vurderingsteam",,33 34 12 00,4,Avgiftningsenhetene og Utredning og behandling Bygg C,sykehuset-i-vestfold-ara-vurderingsteam,,1,2 måneder siden
"Sykehusveien 25, 1474 Nordbyhagen",,accel,98c9d28d-c4ec-4d3f-ba0f-2c9ab6983bbb,,False,59.928653599134094,10.994463628054628,,"Akershus universitetssykehus, ARA Fagstab døgn",,67 96 00 00,4,ARA Nordbyhagen,akershus-universitetssykehus-ara-fagstab-dogn,,1,2 år siden
"Østre Murallmenningen 7, 5012 Bergen",,accel,98c9d27c-9555-4d54-9f90-78e570d0811d,,False,60.391394303290355,5.319708172240983,,"Helse Bergen, AFR seksjon LAR",,55 97 01 00,3,Seksjon poliklinikk Murhjørnet og Seksjon forskning,helse-bergen-afr-seksjon-lar,"Integrert behandling. Fleksible utleveringsordninger, ambulant eller oppmøte.",0,2 år siden
"Svanehaugvegen 2, 6812 Førde",Sunnfjord og ytre Sogn,accel,98c9d27c-070b-4071-9cbb-8e41274ada62,,False,61.45576191810097,5.886792584008424,,"Helse Førde, Psykiatrisk klinikk, DPS dag Førde",,57 83 94 70,3,,helse-forde-psykiatrisk-klinikk-dps-dag-forde,Integrering med PHV og kort avstand til somatiske helsetjenester,0,2 år siden
"Lade Allé 86, 7041 Trondheim",Helse Midt-Norge,accel,98c9d287-2228-4259-91b1-ba222afd9f87,,True,63.43970243971385,10.477795264887098,,"Blå Kors klinikk Lade, Avdeling for gravide og småbarnsfamilier",,73 84 85 00,2,"Avdeling for alkohol- og medikamentavhengighet, ROP-avdelingen, Avrusningsavdeling",bla-kors-klinikk-lade-avdeling-for-gravide-og-smabarnsfamilier,Kombinasjon av rusbehandling og forberedelse til å bli foreldre/styrke foreldrefunksjonen. Relasjonsbyggende arbeid over tid. Pasientene er i en liten avdeling sammen med andre i lignende situasjon som blir rollemodeller. Vi jobber mentaliseringsbasert og ut fra egenutviklet modell (Funksjonssirkelen). Vi har også spisskompetanse på samspillsveiledning med foreldre og barn.,0,4 måneder siden
"Spinneriveien 20, 4016","Stavanger, Randaberg, Kvitsøy, Rennesøy, Finnøy, Hjelmeland, Strand og Forsand kommune",accel,98c9d27e-ee93-42b8-91b6-1870c267fb80,,False,58.955006094153546,5.735886318725169,,"Helse Stavanger, ARA Ruspoliklinikk Stavanger",,51 51 51 40,3,"RAKOS, enhet for spiseforstyrrelser, overvektpoliklinikken og transkulturelt senter.",helse-stavanger-ara-ruspoliklinikk-stavanger,RUPO tilpasser behandlingen til den enkelte pasienten. Enheten har bygget mye kompetanse på traumebehandling i grupper og EMDR-behandling. Vi har også et eget DBT-team som gir gruppetilbud og individuell oppfølging for de pasientene som er i behov av dette.,0,3 måneder siden
"Mellomåsveien 26, 8076 Bodø","Salten, Lofoten og Vesterålen",accel,98c9d279-9f02-4fb2-9510-fbd5ea8208b9,,False,67.28533237161027,14.439964550971496,,"Nordlandssykehuset, Rus- og psykiatrienheten",,75 50 15 80,1,Ruspoliklinikken,nordlandssykehuset-rus-og-psykiatrienheten,Enheten tar inn pasienter under lov om psykisk helsevern.,0,2 år siden
"Solevegen 2, 2406 Elverum","Opptaksområdet er Elverum, Våler, Trysil, Åmot og Åsnes",accel,98c9d281-e195-44fe-9421-46751fb2f285,,False,60.88438194648459,11.55616179922137,,"Sykehuset Innlandet, DPS Elverum-Hamar, poliklinikk Elverum",,91 50 62 00,4,,sykehuset-innlandet-dps-elverum-hamar-poliklinikk-elverum,"Tverrfaglig sammensatt: psykiater, psykologspesialist, familieterapeut (master) spesialsykepleiere (master). Godt samarbeid med allmennpoliklinikk, ved at vi har kontorfellesskap.",0,2 år siden
"Jacob Borchs gate 10, 3004 Drammen","Vestre Viken, Buskerud fylke.",accel,a0910f50-c7c4-42d7-adc4-40ace2ae5417,,False,59.74168245497229,10.229955128563635,,"Vestre Viken, ARA Rusakutt, Avgiftningsenhet 1",,32 00 38 32,4,ARA Rusakutt,vestre-viken-ara-rusakutt-avgiftningsenhet-1,Innleggelser etter Helse- og Omsorgstjenesteloven §§ 10-2 og 10-4.,0,2 måneder siden
"Dydens Vei 22, 4838 Arendal",Agder,accel,98c9d285-4dac-42d3-88cb-c0eccae914f7,,False,58.463211489945735,8.755819936599154,,"Sørlandet sykehus, ARA Avgiftningsenhet Arendal",,37 01 95 00,4,PSA Arendal,sorlandet-sykehus-ara-avgiftningsenhet-arendal,"Ansatte med høyt engasjement for pasientgruppen. Mye motiverende arbeid gjøres. Gode leger som er opptatt av den somatiske helsen, og å lage gode planer sammen med pasientene slik at de fullfører. Fokus på god mat, mosjon og trygt miljøterapeutisk miljø.",0,7 måneder siden
"Kongensgate 33, Skien",Helse Sør-Øst,accel,98c9d288-2bdb-4db2-8f87-6bdb02de285d,,True,59.16277193590863,9.653094166124667,,"Blå Kors klinikk Skien, Seksjon for behandling, 3 mnd.",,35 90 47 00,4,"Seksjon for behandling, 6 mnd Poliklinikk",bla-kors-klinikk-skien-seksjon-for-behandling-3-mnd,"Individuelt tilrettelagt behandling. God spesialistdekning, tverrfaglig team. Tilbud om brukerstyrt plass etter innleggelse.",0,1 måned siden
"Sjukehusvegen 8, 5750 Odda",Kvinnherad og Ullensvang kommune,accel,98c9d27e-2e9e-468e-b5c0-b0d9996391d9,,False,60.06005398656515,6.5442560602499755,,"Helse Fonna, Folgefonn DPS, TSB-poliklinikk Odda",,53 65 10 50,3,"Allmennpsykiatrisk poliklinikk, BUP poliklinikk",helse-fonna-folgefonn-dps-tsb-poliklinikk-odda,"MI. Individuell terapi. Legemiddelintervensjoner. Samhandling med kommuner, bl.a. Samhandlingsteam innen TSB. God kvalitet i LARoppfølging.",0,2 år siden
"Vangsvegen 1111, 2324 Vang På Hedmark",Helse Sør-Øst,accel,98c9d28b-02ea-4fd7-95f3-c28ab8736f7c,,True,60.82061643989565,11.256031731937853,,"Stiftelsen Fossumkollektivet, Avdeling Sørligard",,979 59 627,4,,stiftelsen-fossumkollektivet-avdeling-sorligard,Styrken er medleverturnus 7/7 kombinert med god traumeforståelse og forebyggende arbeid inn mot atferd på rus og psykisk helse. Dette er spesielt viktig for oss for å unngå videre traumatiske opplevelser og stabilitet for videre fokus og arbeid.,0,2 år siden
"Kirkeveien 166, Bygg 2 (Søsterhjemmet), inngang 2H, 0450 Oslo","Opptaksområde for OUS, ARA er i hovedsak seks bydeler i Oslo; Bjerke, Nordre Aker, Sagene, Søndre Nordstrand, Nordstrand og Østensjø. Vi har også områdefunksjon for Lovisenberg Diakonale sykehus (bydelene Gamle Oslo, St.hanshaugen og Grünerløkka) og Diakonhjemmet sykehus (bydelene Vestre Aker, Frogner og Ullern) for LAR, elektiv og akutt avgiftning og gjennomføring av tvang etter Helse- og omsorgstjenesten kap 10.",accel,98c9d28d-c93b-4dc9-82ef-1f8a3af077d7,,False,59.93611893941155,10.733393329865923,,"Oslo universitetssykehus, ARA Seksjon henvisning, analyse og pasientstrøm",,23 02 63 50,4,,oslo-universitetssykehus-ara-seksjon-henvisning-analyse-og-pasientstrom,"høy grad av sosialfaglig- og vurderingskompetanse. Vi står for mye faglig råd og veiledning i avdelingen og ut til samarbeidspartnere når det kommer til TSB døgnbehandling, generell drøfting av henvisninger og bekymringsmeldinger.",1,1 år siden
"Torget 10, 3210 Sandefjord",Larvik og Sandefjord kommune,accel,98c9d283-b352-4349-a67c-baf7925858a4,,False,59.13180905803066,10.221688701939637,,"Sykehuset i Vestfold, ARA Rus- og avhengighetspoliklinikk sør Sandefjord",,33 11 86 00,4,LAR sør Sandefjord,sykehuset-i-vestfold-ara-rus-og-avhengighetspoliklinikk-sor-sandefjord,Individuelt tilpasset behandling med tanke på varighet og innhold.,0,2 år siden
"Rosenbergveien 15, 0963 Oslo","Bydelene Alna, Grorud og Stovner, samt Nittedal kommune",accel,98c9d27f-ba36-4172-bf9f-ac13c290702f,,False,59.96420325388383,10.883407331898598,,"Akershus universitetssykehus, ARA Groruddalen poliklinikk",,22 16 83 40,4,,akershus-universitetssykehus-ara-groruddalen-poliklinikk,"Etablert IPS, og NAV er tilstede ved poliklinikken en gang per uke.",0,2 år siden
"Øvre Strandgate 2, 3018 Drammen","Drammen, Lier, Sande og deler av Holmestrand.",accel,98c9d286-3dc0-43cc-aa19-c73a34417ea9,,False,59.74255949191109,10.198891301456669,,"Vestre Viken, Drammen DPS, Seksjon for psykisk helse, rus og avhengighet",,32 86 18 00,4,,vestre-viken-drammen-dps-seksjon-for-psykisk-helse-rus-og-avhengighet,,0,1 år siden
"Lars Eriksens vei 10D, 9016 Tromsø.",Helse Nord,accel,98c9d28d-6bf5-4b8c-8073-0ffbaab8030f,,False,69.65797684718594,18.907926299571283,,"Universitetssykehuset Nord-Norge, Vurderingsteam Rusavdelingen",,77 62 60 00,1,Ruspoliklinikken,universitetssykehuset-nord-norge-vurderingsteam-rusavdelingen,,1,1 uke siden
"Lolandsvegen 39, 4715 Øvrebø",Helse Sør-Øst,accel,9a69eee2-f8ea-4e0e-8bcd-a64634dfc9da,,True,58.299059555433026,7.86674161935087,,Blå Kors klinikk Loland,,940 01 953,4,Ikke relevant,bla-kors-klinikk-loland,"Traumebevisst rusbehandling for menn, kvinner og par i individuell behandling. Muligheter for §12 soning og LAR. Gode muligheter for aktivitet, friluftsliv og turer. Treningsrom og gymsal.",0,4 måneder siden
"Maridalsveien 176A, 0469 Oslo",Helse Sør-Øst,accel,98c9d289-235d-4ad1-8ba9-88a3e888d3c9,,True,59.93916199494221,10.753966322318265,,"Kirkens Bymisjon A-senteret, Poliklinikk",,23 26 50 00,4,Døgnavdeling,kirkens-bymisjon-a-senteret-poliklinikk,"Enheten har et godt og variert gruppetilbud, erfaring og kompetanse på behandling av pårørende og involvering av pårørende/nærstående i behandlingen. Familieterapi, gruppeterapi, kognitiv terapi og MI. Godt tverrfaglig samarbeid.",0,2 år siden
"Karjolkroken 186, 1820 Spydeberg",Helse Sør-Øst,accel,98c9d28a-7c43-48b0-bc1a-ade1cada846c,,True,59.641098637398066,11.059262292045913,,"Stiftelsen Fossumkollektivet, Avdeling Rud",,950 69 601,4,,stiftelsen-fossumkollektivet-avdeling-rud,"Medleverskap skaper tidlig trygghet og tillit hos pasientene. Vi er gode på TBO, se bakenfor atferd/uttrykk, mentalisering, familiearbeidet, eget skoletilbud som er tilrettelagt for ungdom som har hatt utfordringer med skolesituasjon.",0,2 år siden
"Selsvegen 22, 2670 Otta","Kommunene Dovre, Lesja, Skjåk, Lom, Sel og Vågå.",accel,98c9d282-728a-4ac8-b1d3-bdda5f327bcf,,False,61.778620101720826,9.542905386955534,,"Sykehuset Innlandet, DPS Lillehammer, poliklinikk Otta",,611 17700,4,"TSB Otta er en del av DPS, Poliklinikk Otta, og har tett samarbeid med TSB Lillehammer.",sykehuset-innlandet-dps-lillehammer-poliklinikk-otta,"TSB Otta har 2 sosionomer i 100% stilling. Begge sosionomene har videreutdanning rus og avhengighet/rus og psykiatri. Den ene stillingsinnehaver er utdannet Klinisk sosionom. Begge ansatte har utdanning i Kognitiv terapi, Spill avhengighet og Gaming, gir integrert behandling Rus og psykiske lidelser. En har utdanning i familiearbeid og erfaring med gruppebehandling.",0,1 år siden
"Normannsgata 47, 0655 Oslo",Helse Sør-Øst,accel,98c9d28c-84b2-4667-b60f-728a014f9d4a,,True,59.91162787072295,10.779514499017987,,Tyrilisenteret i Oslo,,47474000,4,"Stiftelsens ledelse og fellesfunksjoner som Inntak, Rapportering og FoU (Forskning og Utvikling)",tyrilisenteret-i-oslo,"Enheten tilbyr døgnbehandling i fellesskap, for voksne menn med alvorlig rusmiddelavhengighet. Beliggenheten er sentral. Samtidig oppleves det gamle arbeiderklassestrøket Kampen, med sine fargerike trehus, av mange som en rolig «landsby i byen». Byen, marka og fjorden er naturlige utviklingsarenaer utenfor huset, og musikkterapi, golf, klatring og snowboard er blant aktivitetene som tilbys. I det gamle mursteinshuset, som tidligere huset en fabrikk, ligger også Tyrili Avrusning, Forskning og utvikling, og store deler av Tyrilis administrasjon og ledelse. Like i nærheten ligger også Tyrili Arena Oslo.",0,11 måneder siden
"Kongsgård alle 71, 4632 Kristiansand",Agder.,accel,98c9d285-2ed7-4f77-bf73-7b49a1518fda,,False,58.16138034985885,8.033010442683956,,"Sørlandet sykehus, ARA Enhet for gruppebehandling Kristiansand",,38 13 26 00,4,"ARA Ambulant, Avgiftningsenhet Kristiansand, Enhet for rus og psykiatri",sorlandet-sykehus-ara-enhet-for-gruppebehandling-kristiansand,En 12-trinnsorientert behandling,0,7 måneder siden
"Eggemoen 39, 2582 Grimsbu",Helse Sør-Øst,accel,98c9d28d-0857-47c5-b876-fccb71998086,,True,62.147672992219775,10.158546838681898,,Tyrili Frankmotunet,,474 74 017 / 958 19 811,4,,tyrili-frankmotunet,"Enheten tilbyr døgnbehandling i fellesskap, for voksne med alvorlig rusmiddelavhengighet. Pasienter er i utgangspunktet på Frankmotunet i seks måneder. Deretter overføres de til en annen, bynær enhet, hvor fokus er rettet mot botrening, jobb, sosialt nettverk og livet etter døgnbehandling. Beliggenheten gir mulighet for behandling i landlige og naturskjønne omgivelser, på et tun med tradisjonelle trehus. Det er egen hundegård her, og mange deltar hvert år i Femundløpet, enten på hundesleden, som hjelpere eller heiagjeng. Jakt og friluftsliv preger også hverdagen i Folldal. Viktigst er likevel muligheten for behandling i et rolig miljø, med mulighet for å komme tett på hverandre og naturen.",0,11 måneder siden
"Tyritoppen 1, 1593 Svinndal",Helse Sør-Øst,accel,98c9d289-7def-4013-b446-c56c0431a29d,,True,59.42546771622821,11.0125522011946,,"Kirkens Bymisjon Origosenteret, Avdeling familie",,69 28 65 00,4,Avdeling voksen,kirkens-bymisjon-origosenteret-avdeling-familie,"Sammensatt kompetanse som er satt godt i system. Særlig god helsetjeneste. Ikke låst til en faglig tilnærming, men bruker flere metoder ut i fra hva den enkelte er i behov av. Egen familieavdeling med sterk kompetanse.",0,2 år siden
"Åsenveien 3, 1400 Ski",,accel,98c9d28d-aef7-485f-88ba-38d759f5cb28,,False,59.71615237503996,10.843688459012572,,"Akershus universitetssykehus, ARA Follo poliklinikk vurderingsteam",,64 85 22 00,4,ARA Follo poliklinikk,akershus-universitetssykehus-ara-follo-poliklinikk-vurderingsteam,,1,2 år siden
"Håkonsgaten 1, 5015 Bergen",Alle 18 kommuner i Helse Bergens opptaksområde,accel,98c9d27c-e073-422e-8ac0-cfd048eb99cc,,False,60.39338981076091,5.318069265343711,,"Helse Bergen, AFR Ambulant",,94 17 16 94,3,"Poliklinikk Engenhuset, Korttidspost Engenhuset, HAB, seksjon Forskning og KoRus Bergen",helse-bergen-afr-seksjon-ambulant,Delt inn i to team: URO (Ung rusoppdagelse) har særlig kompetanse på ungdom (15-25 år). Kartlegging og vidareføring til rett hjelp. Hele seksjonen arbeider med ambulant tilnærming. Seksjonen har også særlig satsning på MBT.,0,3 måneder siden
"Klostergata 48, 7030 Trondheim",Helse-Midt,accel,98c9d27a-b186-4ab3-9c69-7c2c0d59a3b5,,False,63.42245020264986,10.385956031173153,,"St. Olavs hospital, Allmenn døgn",,73 86 28 60,2,Poliklinikk og Krise-korttidsavdeling,st-olavs-hospital-allmenn-dogn,Enheten har et tilbud som er klinikkomfattende.,0,4 måneder siden
"Åsenveien 3, 1400 Ski","Ås, Nordre Follo, Frogn og Nesodden",accel,98c9d27f-9d56-4b1c-bc9d-e26a0d24a632,,False,59.715277775630234,10.842018444040454,,"Akershus universitetssykehus, ARA Follo poliklinikk",,64 85 22 00,4,,akershus-universitetssykehus-ara-follo-poliklinikk,Standardisert oppstartsmodell ved poliklinikk som har bidratt til kort ventetid fra pasient blir henvist til første møte (basiskartlegging).,0,2 år siden
"Stuorraluohkka 34, 9735 Karasjok",Midt-Finnmark og samisk befolkning ellers i landet,accel,98c9d278-8ecf-4765-bd8d-bce0ff8df485,,False,69.47192539207519,25.507369277095982,,"Finnmarkssykehuset, Sámi klinihkka, SANKS, TSB poliklinikk",,78 96 74 20,1,,finnmarkssykehuset-sami-klinihkka-sanks-tsb-poliklinikk,"Gjør grundige basisutredninger, har stor fokus på psykiske lidelser og kan tilby traumebehandling når det er relevant.",0,2 år siden
"Verksgata 66, 4013 Stavanger",Helse Vest,accel,98c9d287-a649-4b27-ac9c-d5a85b3c9301,,True,58.971996769807156,5.735797326685917,,Stiftelsen CRUX Verksgata behandlingssenter,,940 26 500,3,"Døgnklinikk, poliklinikk, poliklinisk gruppetilbud og integrert ettervern.",stiftelsen-crux-verksgata-behandlingssenter,"Behandling basert på tillit og dialog mellom pasient og behandlere. Kontinuitet i relasjoner over tid der den samme behandleren følger pasienten gjennom de ulike omsorgsnivåene i behandlingen. Vi tilbyr både døgnbehandling (utredning og stabilisering), sekvensielle innleggelser, poliklinikk og integrert ettervern med brukerstyrt seng.",0,4 måneder siden
