AntallPaVenteliste,AntallPlasser,Avtaledato,Delelistelege,ErSio,Fastlege,Fellesliste,Fradato,Id,LedigePlasser,Oppstartsarsak,Valgbar,VentelisteTilgjengelig,auth_year,birth_year,gender,icon,lat,lon,offentlig_avtale
2,1180,2015-07-01T00:00:00,,False,,False,0001-01-01T00:00:00,5424,0,,False,True,,,,filter,58.12684141944261,7.95843139670225,
0,1000,2025-09-01T00:00:00,,False,,False,0001-01-01T00:00:00,100006713,8,,True,False,,,,filter,58.095866119136126,7.817408575365186,
63,1300,2004-03-01T00:00:00,,False,,False,0001-01-01T00:00:00,5387,0,,False,True,,,,filter,58.152425652951514,8.006209684999344,
0,1350,2010-09-01T00:00:00,,False,,False,0001-01-01T00:00:00,5393,36,,True,False,,,,filter,58.14707374296415,7.995821646337145,
0,1050,2025-07-24T00:00:00,,False,,False,0001-01-01T00:00:00,100006389,12,,True,False,,,,filter,58.14520167080803,8.014439613556787,
0,1500,2005-03-01T00:00:00,,False,,False,0001-01-01T00:00:00,5392,97,,True,False,,,,filter,58.14400148888831,7.9830880997428455,
56,1100,2017-06-01T00:00:00,,False,,False,0001-01-01T00:00:00,100000505,0,,False,True,,,,filter,58.15482540592839,7.830920263608241,
0,1300,2001-05-01T00:00:00,,False,,False,0001-01-01T00:00:00,5324,47,,True,False,,,,filter,58.14575486861725,7.983903912088183,
0,1000,2014-03-01T00:00:00,,False,,False,0001-01-01T00:00:00,5419,117,,True,False,,,,filter,58.19109544231527,7.923602370390033,
0,1000,2024-03-01T00:00:00,,False,,False,0001-01-01T00:00:00,100005322,11,,True,False,,,,filter,58.146661054544616,7.9821480338940525,
143,1100,2001-05-01T00:00:00,,False,,False,0001-01-01T00:00:00,5520,0,,False,True,,,,filter,58.09407167310957,7.809739486304014,
0,1200,2023-08-01T00:00:00,,False,,False,0001-01-01T00:00:00,100004637,131,,True,False,,,,filter,58.126528199018935,7.966872396346031,
19,1400,2022-03-01T00:00:00,,False,,False,0001-01-01T00:00:00,100003355,0,,False,True,,,,filter,58.17354465822231,8.121378520616014,
