icon,lat,lon,offentlig_avtale,tooltip
instagram,60.14810912116471,10.25242179048768,,Navn: ArnegårdHF: Helse SørØstBefolkning: 44229
instagram,59.88657058492391,11.528590596166095,,Navn: Bjørkelangen VestHF: Helse SørØstBefolkning: 19600
instagram,59.92814760457305,10.992371832901696,,Navn: Torshov - HammerHF: Helse SørØstBefolkning: 129907
instagram,60.04168762547238,10.844515079736444,,Navn: MoHF: Helse SørØstBefolkning: 33794
instagram,59.833752012028626,10.802891866791661,,Navn: Nedre PrinsdalHF: Helse SørØstBefolkning: 95006
instagram,59.93003016194443,10.826191024714696,,Navn: Nordre HovinHF: Helse SørØstBefolkning: 249943
instagram,59.94751874081294,10.690364221589423,,Navn: Østre HolmenHF: Helse SørØstBefolkning: 119911
instagram,59.919820759373316,10.760399676017945,,Navn: Sentrum 2 /rode 10HF: Helse SørØstBefolkning: 156581
instagram,59.9366991769161,10.740207261317549,,Navn: Lindern rode 4HF: Helse SørØstBefolkning: 134731
instagram,59.72315014004281,10.83613863656284,,Navn: VardåsenHF: Helse SørØstBefolkning: 55750
instagram,59.65636108085647,10.70216719741504,,Navn: Holstad - SkoftestadHF: Helse SørØstBefolkning: 60123
instagram,59.89977865293994,10.503941271736366,,Navn: Dønski - Rud 01HF: Helse SørØstBefolkning: 92457
instagram,59.83255934764407,10.432647386191308,,Navn: BondiHF: Helse SørØstBefolkning: 81140
instagram,59.750214639197466,10.207878459231493,,Navn: Bragernes Sentrum 6HF: Helse SørØstBefolkning: 106090
instagram,59.679853811264806,10.523282719752197,,Navn: Sætre NordHF: Helse SørØstBefolkning: 17640
instagram,59.91253458368124,9.960658966598608,,Navn: SevalsHF: Helse SørØstBefolkning: 15546
instagram,59.762988655673475,9.881436482763869,,Navn: Semsmoen - SundmoenHF: Helse SørØstBefolkning: 35640
instagram,60.1652024447763,11.175871346096939,,Navn: NordbytjernHF: Helse SørØstBefolkning: 88769
instagram,60.12708797551365,11.474971615958768,,Navn: ÅrnesHF: Helse SørØstBefolkning: 25314
instagram,59.20414594781761,10.926975062246942,,Navn: Aasgård - Nordre BjølstadHF: Helse SørØstBefolkning: 82712
instagram,59.56149863127028,11.269526918389177,,Navn: Slitu ØstHF: Helse SørØstBefolkning: 55165
instagram,59.13057807663688,11.37938408094828,,Navn: StangeløkkaHF: Helse SørØstBefolkning: 34035
instagram,59.28063989827613,11.105596550571724,,Navn: TurkerudHF: Helse SørØstBefolkning: 67610
instagram,59.666891777280554,9.669810184919152,,Navn: SkinnarbergaHF: Helse SørØstBefolkning: 30575
instagram,60.01927650590235,9.523152093456705,,Navn: NubberudHF: Helse SørØstBefolkning: 3668
instagram,60.18927690059889,9.651449630696284,,Navn: OlbergHF: Helse SørØstBefolkning: 3870
instagram,60.00644086229697,9.086891311754686,,Navn: Søndre VeggliHF: Helse SørØstBefolkning: 1928
instagram,59.55935256104317,9.27280287417581,,Navn: TinneHF: Helse SørØstBefolkning: 14599
instagram,59.44454981638229,9.116160518402552,,Navn: ValenHF: Helse SørØstBefolkning: 10035
instagram,60.360551770641464,10.57218305527895,,Navn: VassendenHF: Helse SørØstBefolkning: 14816
instagram,60.806064724279175,11.083242250313992,,Navn: Nedre MæhlumsløkkaHF: Helse SørØstBefolkning: 65652
instagram,60.80157552373383,10.682701266682532,,Navn: NordbyenHF: Helse SørØstBefolkning: 50706
instagram,60.38704780713005,11.220598051283114,,Navn: SetreHF: Helse SørØstBefolkning: 13866
instagram,60.40870151884916,11.554225944367051,,Navn: Sand ØstHF: Helse SørØstBefolkning: 11294
instagram,60.19343554679844,12.001861967022757,,Navn: Langeland 1HF: Helse SørØstBefolkning: 19991
instagram,59.98336072738234,12.120044130957815,,Navn: SkotterudHF: Helse SørØstBefolkning: 6874
instagram,59.448926078246615,10.704835659391932,,Navn: GrindvoldHF: Helse SørØstBefolkning: 66679
instagram,59.42363108769562,10.451446882093261,,Navn: LillåsHF: Helse SørØstBefolkning: 23235
instagram,59.46881830094723,10.31349147643351,,Navn: BentsrudHF: Helse SørØstBefolkning: 34902
instagram,59.265391251669335,10.408717591642782,,Navn: ByfogdløkkenHF: Helse SørØstBefolkning: 90150
instagram,59.13000841045243,10.208665748561497,,Navn: EkebergHF: Helse SørØstBefolkning: 57719
instagram,59.057064441642794,10.067013031736733,,Navn: Byskogen ØstHF: Helse SørØstBefolkning: 41883
instagram,60.52537215734327,8.144155335258512,,Navn: UstedalenHF: Helse SørØstBefolkning: 3317
instagram,61.1076497860042,8.457876094823519,,Navn: Nordre VangHF: Helse SørØstBefolkning: 1951
instagram,60.88877250011874,8.573363427111625,,Navn: TrøimHF: Helse SørØstBefolkning: 2536
instagram,60.63821833424188,8.584769032992671,,Navn: SundreHF: Helse SørØstBefolkning: 5560
instagram,60.28317792537451,8.9403915589653,,Navn: RødbergHF: Helse SørØstBefolkning: 2221
instagram,60.81709896824658,9.525910522213202,,Navn: VollHF: Helse SørØstBefolkning: 4019
instagram,60.98521201011681,9.214706967883084,,Navn: Fagernes Vest - NesHF: Helse SørØstBefolkning: 11298
instagram,60.57163760874487,9.097271189506998,,Navn: Nesbyen Vest SentrumHF: Helse SørØstBefolkning: 4257
instagram,60.68147340315693,8.928787726719365,,Navn: Gol Tettstad VestHF: Helse SørØstBefolkning: 4674
instagram,59.88269304962033,8.60681129526809,,Navn: Rjukan KirkeHF: Helse SørØstBefolkning: 5882
instagram,59.467701419714096,8.651667093625942,,Navn: Seljord Sentrum - Syd For RiksvegHF: Helse SørØstBefolkning: 5542
instagram,61.13404638887928,11.37835480502947,,Navn: RenaHF: Helse SørØstBefolkning: 4837
instagram,60.91974052699202,10.694766711511813,,Navn: Strand BrænderiHF: Helse SørØstBefolkning: 26042
instagram,61.11097381649993,10.465654118113557,,Navn: FylkessykehusetHF: Helse SørØstBefolkning: 34312
instagram,61.225921008173884,10.189887775926577,,Navn: Fjerdum 3HF: Helse SørØstBefolkning: 7911
instagram,60.72493065005797,10.380057951237227,,Navn: HovHF: Helse SørØstBefolkning: 5334
instagram,60.844483752475305,10.049481367551548,,Navn: BrustuenHF: Helse SørØstBefolkning: 8489
instagram,61.57355813036727,11.04272693552944,,Navn: SentrumHF: Helse SørØstBefolkning: 2062
instagram,61.75789034713699,11.090389611137159,,Navn: OtnesHF: Helse SørØstBefolkning: 1688
instagram,61.32343058543461,12.271416509264702,,Navn: GrindbekkenHF: Helse SørØstBefolkning: 6533
instagram,60.61882338987794,12.02171269772938,,Navn: Keserud - ToverudHF: Helse SørØstBefolkning: 14422
instagram,60.87584489210923,11.565188579332926,,Navn: Leiret Sentrum SydHF: Helse SørØstBefolkning: 26165
instagram,59.03478770362487,8.970854500280376,,Navn: PreststrandaHF: Helse SørØstBefolkning: 3591
instagram,59.277923561851665,9.260481070797523,,Navn: UlefossHF: Helse SørØstBefolkning: 6310
instagram,58.97043444221671,9.752072406751003,,Navn: SotaHF: Helse SørØstBefolkning: 13729
instagram,59.11656326190855,9.653235121609038,,Navn: KlevstrandHF: Helse SørØstBefolkning: 39874
instagram,59.19488014975874,9.600697818971005,,Navn: FaretHF: Helse SørØstBefolkning: 54179
instagram,58.87406092907381,9.412105532523848,,Navn: HovedbyenHF: Helse SørØstBefolkning: 10303
instagram,58.703497292342476,9.199191804028544,,Navn: FrivollHF: Helse SørØstBefolkning: 7155
instagram,58.818342807959596,9.078955765842206,,Navn: BrokelandHF: Helse SørØstBefolkning: 8827
instagram,59.046859320761286,8.522192661498147,,Navn: TveitHF: Helse SørØstBefolkning: 1571
instagram,59.19450279697281,8.116501703785788,,Navn: SentrumHF: Helse SørØstBefolkning: 1351
instagram,58.75922788460003,8.477105637079951,,Navn: Åmli 2HF: Helse SørØstBefolkning: 3102
instagram,58.846332387729504,7.779966387395266,,Navn: ByglandHF: Helse SørØstBefolkning: 758
instagram,59.42300397721549,7.895258014413354,,Navn: VistadHF: Helse SørØstBefolkning: 1428
instagram,59.58127737546659,7.978126476248358,,Navn: Mannås - ÅbøHF: Helse SørØstBefolkning: 4287
instagram,59.189074974438434,7.5674850686442765,,Navn: VallebøHF: Helse SørØstBefolkning: 1169
instagram,59.343243375604395,7.378001692370421,,Navn: BykleHF: Helse SørØstBefolkning: 931
instagram,61.8837554494974,12.034112160659003,,Navn: DrevsjøHF: Helse SørØstBefolkning: 1468
instagram,62.26483702462776,10.782079948970184,,Navn: Holmen 1HF: Helse SørØstBefolkning: 11162
instagram,62.133105917178256,9.989169724509765,,Navn: Folldal SentrumHF: Helse SørØstBefolkning: 1665
instagram,62.57581375754645,11.390104338270543,,Navn: Røros sentrumHF: Helse MidtBefolkning: 5539
instagram,62.831167243551015,11.354911777593644,,Navn: GraftåsHF: Helse MidtBefolkning: 2023
instagram,62.970452552293146,11.650763420880732,,Navn: KirkvoldHF: Helse MidtBefolkning: 760
instagram,61.840233126794416,8.560233884796416,,Navn: LykkjaHF: Helse SørØstBefolkning: 4251
instagram,62.06706938514441,9.117955618839995,,Navn: Dombås VestHF: Helse SørØstBefolkning: 4463
instagram,61.92292045368266,9.100798253018345,,Navn: FinntryuHF: Helse SørØstBefolkning: 3793
instagram,61.59080280363001,9.752201511017352,,Navn: Vinstra 1HF: Helse SørØstBefolkning: 7024
instagram,61.77146387022223,9.537020576913454,,Navn: OttekrenHF: Helse SørØstBefolkning: 5491
instagram,61.53464765330591,10.129381884002456,,Navn: VålebruHF: Helse SørØstBefolkning: 6593
instagram,62.59586574764801,9.683402776737285,,Navn: Auneveien vestHF: Helse MidtBefolkning: 7086
instagram,62.8370307420779,10.025774701773082,,Navn: Berkåk nordHF: Helse MidtBefolkning: 3127
instagram,58.341465825313136,8.606346439811361,,Navn: Biodden 1HF: Helse SørØstBefolkning: 22538
instagram,58.46726794023264,8.764098964158439,,Navn: KlinkenbergHF: Helse SørØstBefolkning: 52040
instagram,58.26014107142704,8.367111829382976,,Navn: Lofthus - MøglestuHF: Helse SørØstBefolkning: 15669
instagram,58.159098876147745,7.9857762724333465,,Navn: EgHF: Helse SørØstBefolkning: 106333
instagram,58.27441508011156,7.992077372008318,,Navn: VenneslaHF: Helse SørØstBefolkning: 22099
