address,icon,lat,lon,name,offentlig_avtale,source_url
"Grensev. 99, 0663 Oslo",delete-alt,59.916811632424626,10.807186162408135,Apomed,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apomed-gamle-oslo
"Aksdal Senter, Aksdalv., Postboks 143, 5575 Aksdal",delete-alt,59.42274136058922,5.4362917447592904,Apotek 1 Aksdal,,https://www.felleskatalogen.no/medisin/apotek/TysvaEr/apotek-1-aksdal-tysvaer
"Markv. 14, 9510 Alta",delete-alt,69.96774334204294,23.26608764742217,Apotek 1 Alta,,https://www.felleskatalogen.no/medisin/apotek/Alta/apotek-1-alta-alta
"Amanda Storsenter, Longhammarv. 27, 5536 Haugesund",delete-alt,59.39890018586513,5.327505075823325,Apotek 1 Amanda,,https://www.felleskatalogen.no/medisin/apotek/Haugesund/apotek-1-amanda-haugesund
"Amfi Voss, Hardangerv. 25, 5705 Voss",delete-alt,60.62789508487944,6.4323904677443,Apotek 1 Amfi Voss,,https://www.felleskatalogen.no/medisin/apotek/Voss/apotek-1-amfi-voss-voss
"Østre Strandg. 76 B, 4608 Kristiansand",delete-alt,58.14373009692004,8.006918717407524,Apotek 1 Aquarama,,https://www.felleskatalogen.no/medisin/apotek/Kristiansand/apotek-1-aquarama-kristiansand
"Arken Senter Steen & Strøm, Åsane Senter 39, 5116 Ulset",delete-alt,60.46597312419184,5.316216176806342,Apotek 1 Arken,,https://www.felleskatalogen.no/medisin/apotek/Bergen/apotek-1-arken-bergen
"Indre Arna-v. 175, 5261 Indre Arna",delete-alt,60.42222104006632,5.46229521945092,Apotek 1 Arna,,https://www.felleskatalogen.no/medisin/apotek/Indre_Arna/apotek-1-arna-indre-arna
"Strøket 9, Postboks 8, 1371 Asker",delete-alt,59.83841741780455,10.435517868623343,Apotek 1 Asker,,https://www.felleskatalogen.no/medisin/apotek/Asker/apotek-1-asker-asker
"Eidsbergv. 7, Postboks 613, 1833 Askim",delete-alt,59.58374150994022,11.172999524914283,Apotek 1 Askim,,https://www.felleskatalogen.no/medisin/apotek/Askim/apotek-1-askim-askim
"Amfi Askøy, Kleppev. 110, 5308 Kleppestø",delete-alt,60.42183865809207,5.20188018812951,Apotek 1 Askøy,,https://www.felleskatalogen.no/medisin/apotek/KleppestoE/apotek-1-askoey-kleppestoe
"Holmedalen 2 C, 5300 Kleppestø",delete-alt,60.404935998163374,5.2133223027564135,Apotek 1 Askøybroen,,https://www.felleskatalogen.no/medisin/apotek/KleppestoE/apotek-1-askoeybroen-kleppestoe
"Senterv. 7, 1929 Auli",delete-alt,60.03766986650553,11.346659858619807,Apotek 1 Auli,,https://www.felleskatalogen.no/medisin/apotek/Auli/apotek-1-auli-auli
"Birkelandsv. 2, 5392 Storebø",delete-alt,60.096139384868636,5.223709599628384,Apotek 1 Austevoll,,https://www.felleskatalogen.no/medisin/apotek/Austevoll/apotek-1-austevoll-austevoll
"Mastrevik Torg, Postboks 25 Mastrevik Torg, 5941 Austrheim",delete-alt,60.781446790177256,4.930942610888343,Apotek 1 Austrheim,,https://www.felleskatalogen.no/medisin/apotek/Austrheim/apotek-1-austrheim-austrheim
"Kong Augvaldsv. 6, 4262 Avaldsnes",delete-alt,59.35360313467362,5.277516391057841,Apotek 1 Avaldsnes,,https://www.felleskatalogen.no/medisin/apotek/Avaldsnes/apotek-1-avaldsnes-avaldsnes
"Averøyv. 24, 6530 Averøy",delete-alt,63.05313513635504,7.625982405910883,Apotek 1 Averøy,,https://www.felleskatalogen.no/medisin/apotek/AveroEy/apotek-1-averoey-averoey
"Sentrumsv. 22, 9040 Nordkjosbotn",delete-alt,69.21517568332386,19.56491361415289,Apotek 1 Balsfjord,,https://www.felleskatalogen.no/medisin/apotek/Nordkjosbotn/apotek-1-balsfjord-nordkjosbotn
"Gammelv. 8, Postboks 180, 9365 Bardu",delete-alt,68.85883658101923,18.338147633674645,Apotek 1 Bardu,,https://www.felleskatalogen.no/medisin/apotek/Bardu/apotek-1-bardu-bardu
"Begby Senter, Olav Kyrresv. 2, 1639 Gamle Fredrikstad",delete-alt,59.2173853299238,11.000847671712913,Apotek 1 Begby,,https://www.felleskatalogen.no/medisin/apotek/Fredrikstad/apotek-1-begby-fredrikstad
"Gamle Ringeriksv. 36, 1357 Bekkestua",delete-alt,59.91944889125299,10.585297111524987,Apotek 1 Bekkestua,,https://www.felleskatalogen.no/medisin/apotek/Bekkestua/apotek-1-bekkestua-bekkestua
"Strømg. 8, 5015 Bergen",delete-alt,60.389663634296134,5.324395096122526,Apotek 1 Bergen Storsenter,,https://www.felleskatalogen.no/medisin/apotek/Bergen/apotek-1-bergen-storsenter-bergen
"Bolagsg. 1, Postboks 1012, 8518 Narvik",delete-alt,68.43708977640965,17.422010463310123,Apotek 1 Bien - Narvik,,https://www.felleskatalogen.no/medisin/apotek/Narvik/apotek-1-bien-narvik-narvik
"Lietorget, Lieg. 10, 3717 Skien",delete-alt,59.20995518101639,9.60830275550679,Apotek 1 Bien - Skien,,https://www.felleskatalogen.no/medisin/apotek/Skien/apotek-1-bien-skien-skien
"Dalsbergstien 19, 0167 Oslo",delete-alt,59.921216393950054,10.730363157669641,Apotek 1 Bislett,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-bislett-st-hanshaugen
"Sverdrupsg. 23, 4007 Stavanger",delete-alt,58.969525915667205,5.717535119036991,Apotek 1 Bjergsted,,https://www.felleskatalogen.no/medisin/apotek/Stavanger/apotek-1-bjergsted-stavanger
"Rykenev. 109, 4824 Bjorbekk",delete-alt,58.439238417874925,8.704667280507165,Apotek 1 Bjorbekk,,https://www.felleskatalogen.no/medisin/apotek/Arendal/apotek-1-bjorbekk-arendal
"Bjugntorget, Sentrumsv. 6, Postboks 158, 7159 Bjugn",delete-alt,63.76943889645751,9.812597101678229,Apotek 1 Bjugn,,https://www.felleskatalogen.no/medisin/apotek/Bjugn/apotek-1-bjugn-bjugn
"Bjørkelangen Torg, Bjørkev. 22, 1940 Bjørkelangen",delete-alt,59.88744597032711,11.56767426164867,Apotek 1 Bjørkelangen,,https://www.felleskatalogen.no/medisin/apotek/BjoErkelangen/apotek-1-bjoerkelangen-bjoerkelangen
"Bjørndalssletta 13, 4633 Kristiansand",delete-alt,58.16027422824863,8.0140258655888,Apotek 1 Bjørndalssletta,,https://www.felleskatalogen.no/medisin/apotek/Kristiansand/apotek-1-bjoerndalssletta-kristiansand
"Roald Amundsensg. 28, Postboks 25, 1701 Sarpsborg",delete-alt,59.28418174243237,11.101381714044544,Apotek 1 Bjørnen - Sarpsborg,,https://www.felleskatalogen.no/medisin/apotek/Sarpsborg/apotek-1-bjoernen-sarpsborg-sarpsborg
"Rostockg. 130, 0194 Oslo",delete-alt,59.90864959367069,10.753369390445137,Apotek 1 Bjørvika,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-bjoervika-sentrum
"Blindheimshaugen 9, 6012 Ålesund",delete-alt,62.44016828351133,6.364177231117537,Apotek 1 Blindheim,,https://www.felleskatalogen.no/medisin/apotek/AAlesund/apotek-1-blindheim-aalesund
"Sjøg. 30, 8400 Sortland",delete-alt,68.6875024074206,15.411974244391633,Apotek 1 Blåbyen,,https://www.felleskatalogen.no/medisin/apotek/Sortland/apotek-1-blaabyen-sortland
"Brandtenborgg. 1, 3012 Drammen",delete-alt,59.73987277670611,10.2245403829384,Apotek 1 Brakerøya,,https://www.felleskatalogen.no/medisin/apotek/Drammen/apotek-1-brakeroeya-drammen
"Parkv. 2, 2760 Brandbu",delete-alt,60.42001055670595,10.505378013818975,Apotek 1 Brandbu,,https://www.felleskatalogen.no/medisin/apotek/Brandbu/apotek-1-brandbu-brandbu
"HSD Handelssenteret Ditt, Svortlandsv. 79, 5430 Bremnes",delete-alt,59.79403590161019,5.177841238505998,Apotek 1 Bremnes,,https://www.felleskatalogen.no/medisin/apotek/BoEmlo/apotek-1-bremnes-boemlo
"Brokelandsheia 23, 4993 Sundebru",delete-alt,58.820802097269926,9.077018024951201,Apotek 1 Brokelandsheia,,https://www.felleskatalogen.no/medisin/apotek/Sundebru/apotek-1-brokelandsheia-sundebru
"Brotorvet Senter, Gangv. 10, 3960 Stathelle",delete-alt,59.04356895905743,9.698597589118517,Apotek 1 Brotorvet,,https://www.felleskatalogen.no/medisin/apotek/Stathelle/apotek-1-brotorvet-stathelle
"Ganddalsg. 1, 4306 Sandnes",delete-alt,58.84338442673284,5.730250122194241,Apotek 1 Brueland,,https://www.felleskatalogen.no/medisin/apotek/Sandnes/apotek-1-brueland-sandnes
"Kronborgv. 34, 6813 Førde",delete-alt,61.44774065195766,5.884996607160988,Apotek 1 Brulandsvellene,,https://www.felleskatalogen.no/medisin/apotek/FoErde/apotek-1-brulandsvellene-foerde
"Mølla Storsenter, Brug. 16, Postboks 44, 2381 Brumunddal",delete-alt,60.880834411653915,10.93880914849072,Apotek 1 Brumunddal,,https://www.felleskatalogen.no/medisin/apotek/Brumunddal/apotek-1-brumunddal-brumunddal
"Østensjøv. 79, Postboks 10 Bryn, 0611 Oslo",delete-alt,59.904056230051026,10.81295230063002,Apotek 1 Bryn,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-bryn-bryn
"Brav. 55, 1782 Halden",delete-alt,59.140057889134404,11.372120678300849,Apotek 1 Brødløs Halden,,https://www.felleskatalogen.no/medisin/apotek/Halden/apotek-1-broedloes-halden-halden
"Storg. 74-76, Postboks 104, 8901 Brønnøysund",delete-alt,65.47430373637542,12.218404589063098,Apotek 1 Brønnøy,,https://www.felleskatalogen.no/medisin/apotek/BroEnnoEysund/apotek-1-broennoey-broennoeysund
"Sandsg. 20, 3055 Krokstadelva",delete-alt,59.755325239367735,9.997907215702066,Apotek 1 Buskerud Storsenter,,https://www.felleskatalogen.no/medisin/apotek/Krokstadelva/apotek-1-buskerud-storsenter-krokstadelva
"Salto Bysenteret, Rikard Kaarbøs plass 1, 9405 Harstad",delete-alt,68.80247525798968,16.549608778225906,Apotek 1 Bysenteret,,https://www.felleskatalogen.no/medisin/apotek/Harstad/apotek-1-bysenteret-harstad
"Bøg. 44, 3800 Bø i Telemark",delete-alt,59.40964219878409,9.06374937262806,Apotek 1 Bø,,https://www.felleskatalogen.no/medisin/apotek/BoE_i_Telemark/apotek-1-boe-boe-i-telemark
"Bømlo Storsenter, Bankbrekko 6, 5430 Bremnes",delete-alt,59.79724309771102,5.168948653787672,Apotek 1 Bømlo,,https://www.felleskatalogen.no/medisin/apotek/BoEmlo/apotek-1-boemlo-boemlo
"Haslev. 10, 0571 Oslo",delete-alt,59.92382825106167,10.781972484153403,Apotek 1 Carl Berner,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-carl-berner-carl-berner
"Trondheimsv. 127, 0565 Oslo",delete-alt,59.92381445828313,10.778910060189983,Apotek 1 Carl Berner Torg,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-carl-berner-torg-carl-berner
"Stormyra, 8008 Bodø",delete-alt,67.27790435618365,14.416217717137844,Apotek 1 City Nord,,https://www.felleskatalogen.no/medisin/apotek/BodoE/apotek-1-city-nord-bodoe
"Østre Rosten 28, 7075 Tiller",delete-alt,63.36455559360337,10.381404952035014,Apotek 1 City Syd,,https://www.felleskatalogen.no/medisin/apotek/Trondheim/apotek-1-city-syd-trondheim
"Digerneset Næringspark, 6260 Skodje",delete-alt,62.49094815718405,6.610914479077864,Apotek 1 Digerneset,,https://www.felleskatalogen.no/medisin/apotek/Skodje/apotek-1-digerneset-skodje
"Jernbaneg. 1, 2870 Dokka",delete-alt,60.83195460976932,10.068370613231366,Apotek 1 Dokka,,https://www.felleskatalogen.no/medisin/apotek/Dokka/apotek-1-dokka-dokka
"Sentralplassen 1 A, 2660 Dombås",delete-alt,62.07817190488199,9.126981626366627,Apotek 1 Dombås,,https://www.felleskatalogen.no/medisin/apotek/DombaAs/apotek-1-dombaas-dombaas
"Kåsmyra, Drangedalsv. 3285, 3750 Drangedal",delete-alt,59.08747167654261,9.062607686171862,Apotek 1 Drangedal,,https://www.felleskatalogen.no/medisin/apotek/Drangedal/apotek-1-drangedal-drangedal
"Drøbak City Handlesenter, Holterv. 3, Postboks 1085, 1442 Drøbak",delete-alt,59.67494060940639,10.651580482342924,Apotek 1 Drøbak City,,https://www.felleskatalogen.no/medisin/apotek/DroEbak/apotek-1-droebak-city-droebak
"Wienerbrødskjæringa 1, 1440 Drøbak",delete-alt,59.665371530530415,10.631038752609168,Apotek 1 Drøbak sentrum,,https://www.felleskatalogen.no/medisin/apotek/DroEbak/apotek-1-droebak-sentrum-droebak
"Dusavikv. 281 A, 4029 Stavanger",delete-alt,58.99320708562823,5.685301109275517,Apotek 1 Dusavik,,https://www.felleskatalogen.no/medisin/apotek/Stavanger/apotek-1-dusavik-stavanger
"Dvergsnesv. 180, 4639 Kristiansand S",delete-alt,58.13502845441981,8.076916791872994,Apotek 1 Dvergsnes,,https://www.felleskatalogen.no/medisin/apotek/Kristiansand/apotek-1-dvergsnes-kristiansand
"Eikunda Senteret, Fabrikkg. 2, 4370 Egersund",delete-alt,58.448924157868376,6.002749936203319,Apotek 1 Egersund,,https://www.felleskatalogen.no/medisin/apotek/Egersund/apotek-1-egersund-egersund
"Vormav. 25, 2080 Eidsvoll",delete-alt,60.329421701549826,11.252506558243146,Apotek 1 Eidsvoll,,https://www.felleskatalogen.no/medisin/apotek/Eidsvoll/apotek-1-eidsvoll-eidsvoll
"Nyv. 1, 2070 Råholt",delete-alt,60.287548198499216,11.17129136336457,Apotek 1 Eidsvoll Verk,,https://www.felleskatalogen.no/medisin/apotek/RaAholt/apotek-1-eidsvoll-verk-raaholt
"Rødhettev. 1 A, 3122 Tønsberg",delete-alt,59.293189634540205,10.414231593244482,Apotek 1 Eik,,https://www.felleskatalogen.no/medisin/apotek/ToEnsberg/apotek-1-eik-toensberg
"Eiker kjøpesenter, Prestebråtan 6, 3300 Hokksund",delete-alt,59.762848424358644,9.907382154565054,Apotek 1 Eiker Senter,,https://www.felleskatalogen.no/medisin/apotek/Hokksund/apotek-1-eiker-senter-hokksund
"Barbrov. 7, 3511 Hønefoss",delete-alt,60.154722428302414,10.252219035781383,Apotek 1 Eikli,,https://www.felleskatalogen.no/medisin/apotek/HoEnefoss/apotek-1-eikli-hoenefoss
"Niels Leuchs v. 50, 1359 Eiksmarka",delete-alt,59.947514962341025,10.622136954561302,Apotek 1 Eiksmarka,,https://www.felleskatalogen.no/medisin/apotek/BaErum/apotek-1-eiksmarka-baerum
"Haakon VII´s g. 9, 7041 Trondheim",delete-alt,63.443287795078064,10.440701259216919,Apotek 1 Elefanten Lade,,https://www.felleskatalogen.no/medisin/apotek/Trondheim/apotek-1-elefanten-lade-trondheim
"Amfi Elverum, Torgg. 2, 2408 Elverum",delete-alt,60.89032889693314,11.559496304304385,Apotek 1 Elverum,,https://www.felleskatalogen.no/medisin/apotek/Elverum/apotek-1-elverum-elverum
"Gladengv. 4, 0661 Oslo",delete-alt,59.91540684779242,10.796546551321788,Apotek 1 Ensjø,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-ensjoe-ensjoe
"Magnus Barfots v. 9 A, 4633 Kristiansand",delete-alt,58.17349567733231,8.0379175494249,Apotek 1 Fagerholt,,https://www.felleskatalogen.no/medisin/apotek/Kristiansand/apotek-1-fagerholt-kristiansand
"Orkdalsv. 547, 7320 Fannrem",delete-alt,63.26985634072125,9.816887016921518,Apotek 1 Fannrem,,https://www.felleskatalogen.no/medisin/apotek/Fannrem/apotek-1-fannrem-fannrem
"Vestersiden 1, 4550 Farsund",delete-alt,58.099573091994024,6.803338969038469,Apotek 1 Farsund,,https://www.felleskatalogen.no/medisin/apotek/Farsund/apotek-1-farsund-farsund
"Amfi Fauske Senter, Sjøg. 74, 8200 Fauske",delete-alt,67.2569732838383,15.391496704198987,Apotek 1 Fauske,,https://www.felleskatalogen.no/medisin/apotek/Fauske/apotek-1-fauske-fauske
"Fevik Senter, Feviktoppen 25, Postboks 53, 4889 Fevik",delete-alt,58.38109965540688,8.673567538153407,Apotek 1 Fevik,,https://www.felleskatalogen.no/medisin/apotek/Fevik/apotek-1-fevik-fevik
"Storg. 18, Postboks 394, 9305 Finnsnes",delete-alt,69.23386026724091,17.985934270192956,Apotek 1 Finnsnes,,https://www.felleskatalogen.no/medisin/apotek/Finnsnes/apotek-1-finnsnes-finnsnes
"Fjellhamar Torg, Haneborgv. 91, 1472 Fjellhamar",delete-alt,59.93751839612874,10.975512755135215,Apotek 1 Fjellhamar,,https://www.felleskatalogen.no/medisin/apotek/Fjellhamar/apotek-1-fjellhamar-fjellhamar
"Kjensliv. 1, 1911 Flateby",delete-alt,59.83108916245324,11.129820122019924,Apotek 1 Flateby,,https://www.felleskatalogen.no/medisin/apotek/Flateby/apotek-1-flateby-flateby
"Lundsen Senter, Brog. 13, Postboks 17, 4401 Flekkefjord",delete-alt,58.30035282722659,6.664220145799997,Apotek 1 Flekkefjord,,https://www.felleskatalogen.no/medisin/apotek/Flekkefjord/apotek-1-flekkefjord-flekkefjord
"Kaffeg. 9, 2270 Flisa",delete-alt,60.6139218003912,12.005117969591819,Apotek 1 Flisa,,https://www.felleskatalogen.no/medisin/apotek/Flisa/apotek-1-flisa-flisa
"Amfi Os, Prestegardskogen 2, 5210 Os",delete-alt,60.203505598551345,5.454078639673334,Apotek 1 Flåten,,https://www.felleskatalogen.no/medisin/apotek/Os/apotek-1-flaaten-os
"Fokserødv. 23, 3241 Sandefjord",delete-alt,59.17838271985225,10.216181473043143,Apotek 1 Fokserød,,https://www.felleskatalogen.no/medisin/apotek/Sandefjord/apotek-1-fokseroed-sandefjord
"Fornebu S, Snarøyv. 55, Postboks 1004 Fornebulandet, 1307 Fornebu",delete-alt,59.89214852163701,10.617419825285188,Apotek 1 Fornebu,,https://www.felleskatalogen.no/medisin/apotek/Fornebu/apotek-1-fornebu-fornebu
"Petroleums. 6, 4033 Stavanger",delete-alt,58.89165546622285,5.716725386902591,Apotek 1 Forus,,https://www.felleskatalogen.no/medisin/apotek/Stavanger/apotek-1-forus-stavanger
"Frakkagjerdv. 121, 5563 Førdesfjorden",delete-alt,59.4153703904444,5.400337041104176,Apotek 1 Frakkagjerd,,https://www.felleskatalogen.no/medisin/apotek/TysvaEr/apotek-1-frakkagjerd-tysvaer
"Torvgården, Vognmannsg. 5, 3187 Horten",delete-alt,59.41842223937385,10.485427807024092,Apotek 1 Fram Horten,,https://www.felleskatalogen.no/medisin/apotek/Horten/apotek-1-fram-horten-horten
"Frognerv. 40, 0266 Oslo",delete-alt,59.91915267980227,10.710978996600026,Apotek 1 Frogner,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-frogner-frogner
"Krags g. 124, 4950 Risør",delete-alt,58.72216759649158,9.21501222783736,Apotek 1 Frydendal Risør,,https://www.felleskatalogen.no/medisin/apotek/RisoEr/apotek-1-frydendal-risoer-risoer
"Rådhusg. 12, 7260 Sistranda",delete-alt,63.7255013837415,8.829955093640732,Apotek 1 Frøya,,https://www.felleskatalogen.no/medisin/apotek/FroEya/apotek-1-froeya-froeya
"Morkamyra 4, 6105 Volda",delete-alt,62.17675739179358,6.046250963363274,Apotek 1 Furene,,https://www.felleskatalogen.no/medisin/apotek/Volda/apotek-1-furene-volda
"Furnesv. 56, 2380 Brumunddal",delete-alt,60.87909375456486,10.954438889293362,Apotek 1 Furnesvegen Brumunddal,,https://www.felleskatalogen.no/medisin/apotek/Brumunddal/apotek-1-furnesvegen-brumunddal-brumunddal
"Hjalmar Brantings v. 2, 5143 Fyllingsdalen",delete-alt,60.34660300346722,5.280755104382736,Apotek 1 Fyllingsdalen Knudsenkvartalet,,https://www.felleskatalogen.no/medisin/apotek/Fyllingsdalen/apotek-1-fyllingsdalen-knudsenkvartalet-fyllingsdalen
"Storehagen 9, Postboks 98, 6801 Førde",delete-alt,61.452972586640186,5.849958637017464,Apotek 1 Førde,,https://www.felleskatalogen.no/medisin/apotek/FoErde/apotek-1-foerde-foerde
"Galleriet, Torgallmenningen 8, 5014 Bergen",delete-alt,60.39685362924537,5.325301857332156,Apotek 1 Galleriet,,https://www.felleskatalogen.no/medisin/apotek/Bergen/apotek-1-galleriet-bergen
"Gard Senter, Nygårdsv. 6, Postboks 1356, 5507 Haugesund",delete-alt,59.428551170313355,5.256703979260245,Apotek 1 Gard,,https://www.felleskatalogen.no/medisin/apotek/Haugesund/apotek-1-gard-haugesund
"Vestringsv. 14, 2651 Østre Gausdal",delete-alt,61.22560434822381,10.211478479132902,Apotek 1 Gausdal,,https://www.felleskatalogen.no/medisin/apotek/Gausdal/apotek-1-gausdal-gausdal
"Valderøyv. 1166, 6050 Valderøy",delete-alt,62.4964355988359,6.1124369095607625,Apotek 1 Giske,,https://www.felleskatalogen.no/medisin/apotek/ValderoEy/apotek-1-giske-valderoey
"Smieg. 3, Postboks 115, 2711 Gran",delete-alt,60.35324946795956,10.572740578070402,Apotek 1 Gran,,https://www.felleskatalogen.no/medisin/apotek/Gran/apotek-1-gran-gran
"Storv. 81, Postboks 1, 1621 Gressvik",delete-alt,59.21923758828515,10.900127511473112,Apotek 1 Gressvik,,https://www.felleskatalogen.no/medisin/apotek/Fredrikstad/apotek-1-gressvik-fredrikstad
"Greverud Kjøpesenter, Flåtestadv. 3, 1415 Oppegård",delete-alt,59.77780097354085,10.80540230166672,Apotek 1 Greverud,,https://www.felleskatalogen.no/medisin/apotek/OppegaArd/apotek-1-greverud-oppegaard
"Tamburv. 9, Postboks 2, 1720 Greåker",delete-alt,59.26624158501735,11.038735285093146,Apotek 1 Greåker,,https://www.felleskatalogen.no/medisin/apotek/GreaAker/apotek-1-greaaker-greaaker
"Grim Torv 3 A, 4616 Kristiansand",delete-alt,58.15076202852073,7.9649434815639575,Apotek 1 Grim,,https://www.felleskatalogen.no/medisin/apotek/Kristiansand/apotek-1-grim-kristiansand
"Odden 1D, 4876 Grimstad",delete-alt,58.340288378718654,8.595687504141354,Apotek 1 Grimstad,,https://www.felleskatalogen.no/medisin/apotek/Grimstad/apotek-1-grimstad-grimstad
"Grong Kjøpesenter, Granv. 17, 7870 Grong",delete-alt,64.46650533957303,12.307545617680901,Apotek 1 Grong,,https://www.felleskatalogen.no/medisin/apotek/Grong/apotek-1-grong-grong
"Romsåsv. 4, 0962 Oslo",delete-alt,59.96424023432435,10.884765858603634,Apotek 1 Grorud,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-grorud-grorud
"Porsgrunnv. 50, 3733 Skien",delete-alt,59.18307554249544,9.615050150926328,Apotek 1 Gråtenmoen,,https://www.felleskatalogen.no/medisin/apotek/Skien/apotek-1-graatenmoen-skien
"Grønland 23, 0188 Oslo",delete-alt,59.91642869281634,10.763707590300656,Apotek 1 Grønland,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-groenland-groenland
"Klyvev. 25, 3740 Skien",delete-alt,59.15237710924281,9.628019286245298,Apotek 1 GS,,https://www.felleskatalogen.no/medisin/apotek/Skien/apotek-1-gs-skien
"Guldlisten 35, 3048 Drammen",delete-alt,59.74578692588434,10.152124569833942,Apotek 1 Guldlisten,,https://www.felleskatalogen.no/medisin/apotek/Drammen/apotek-1-guldlisten-drammen
"Nyhusv. 14, Postboks 1883 Gulset, 3703 Skien",delete-alt,59.21928413329576,9.563281266886579,Apotek 1 Gulset,,https://www.felleskatalogen.no/medisin/apotek/Skien/apotek-1-gulset-skien
"Guldlisten 35, 3048 Drammen",delete-alt,59.74161378902243,10.163679949795384,Apotek 1 Gulskogen,,https://www.felleskatalogen.no/medisin/apotek/Drammen/apotek-1-gulskogen-drammen
"Gunerius Shopping, Storg. 32, 0184 Oslo",delete-alt,59.9122743821661,10.75165390746888,Apotek 1 Gunerius,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-gunerius-sentrum
"Hagaløkkv. 7, 1383 Asker",delete-alt,59.83116444618143,10.429556721814858,Apotek 1 Hagaløkka - Asker,,https://www.felleskatalogen.no/medisin/apotek/Asker/apotek-1-hagaloekka-asker-asker
"Hagansenteret, Hellinga 8 B, 1481 Hagan",delete-alt,60.001618931119125,10.923700688144269,Apotek 1 Hagan,,https://www.felleskatalogen.no/medisin/apotek/Hagan/apotek-1-hagan-hagan
"Leira 5, 8665 Mosjøen",delete-alt,65.86447058331588,13.1989345996073,Apotek 1 Halsøy,,https://www.felleskatalogen.no/medisin/apotek/MosjoEen/apotek-1-halsoey-mosjoeen
"CC Stadion, Vangsv. 62, 2317 Hamar",delete-alt,60.79891006652714,11.091620663202576,Apotek 1 Hamar Stadion,,https://www.felleskatalogen.no/medisin/apotek/Hamar/apotek-1-hamar-stadion-hamar
"Strandg. 8, Postboks 374, 9600 Hammerfest",delete-alt,70.6598441833477,23.686430743190122,Apotek 1 Hammerfest,,https://www.felleskatalogen.no/medisin/apotek/Hammerfest/apotek-1-hammerfest-hammerfest
"Hanamyrv. 2, 4328 Sandnes",delete-alt,58.85785421715521,5.778934305088102,Apotek 1 Hana,,https://www.felleskatalogen.no/medisin/apotek/Sandnes/apotek-1-hana-sandnes
"Fauske Handelspark, Terminalv. 6, 8208 Fauske",delete-alt,67.26863715087077,15.400539114259928,Apotek 1 Handelsparken Fauske,,https://www.felleskatalogen.no/medisin/apotek/Fauske/apotek-1-handelsparken-fauske-fauske
"Alleen Senter, Fibov. 1, 4580 Lyngdal",delete-alt,58.15931789993933,7.108069607713907,Apotek 1 Handelsparken Lyngdal,,https://www.felleskatalogen.no/medisin/apotek/Lyngdal/apotek-1-handelsparken-lyngdal-lyngdal
"Harbitzalléen 3-7, 0275 Oslo",delete-alt,59.92426626787074,10.679696573388068,Apotek 1 Harbitz Torg,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-harbitz-torg-skoeyen
"Langsæv. 5, 4846 Arendal",delete-alt,58.47310740124656,8.751816669384604,Apotek 1 Harebakken,,https://www.felleskatalogen.no/medisin/apotek/Arendal/apotek-1-harebakken-arendal
"Kjøpmannsg., Postboks 144, 6069 Hareid",delete-alt,62.37355174517674,6.024120759499776,Apotek 1 Hareid,,https://www.felleskatalogen.no/medisin/apotek/Hareid/apotek-1-hareid-hareid
"Furuv. 2, 2743 Harestua",delete-alt,60.203476661593776,10.71564837715426,Apotek 1 Harestua,,https://www.felleskatalogen.no/medisin/apotek/Harestua/apotek-1-harestua-harestua
"Garver Ytteborgsv. 98, 0977 Oslo",delete-alt,59.9555600475657,10.912706435640999,Apotek 1 Haugenstua,,https://www.felleskatalogen.no/medisin/apotek/Oslo/apotek-1-haugenstua-haugenstua
"Heiane Storsenter, Ringv. 44, 5412 Stord",delete-alt,59.766843284831324,5.453700637407885,Apotek 1 Heiane,,https://www.felleskatalogen.no/medisin/apotek/Stord/apotek-1-heiane-stord
"Torgg. 2, 4365 Nærbø",delete-alt,58.66663809336244,5.647914698520707,Apotek 1 Heilo,,https://www.felleskatalogen.no/medisin/apotek/NaErboE/apotek-1-heilo-naerboe
"Søbstadv. 14, 7088 Heimdal",delete-alt,63.35788109498083,10.361293492226379,Apotek 1 Heimdal,,https://www.felleskatalogen.no/medisin/apotek/Trondheim/apotek-1-heimdal-trondheim
"Jens Wilhelmsensg. 1, 1671 Kråkerøy",delete-alt,59.2123203657581,10.924295331019247,Apotek 1 Helsehuset Fredrikstad,,https://www.felleskatalogen.no/medisin/apotek/Fredrikstad/apotek-1-helsehuset-fredrikstad-fredrikstad
"Eggesbøv. 20, 6092 Fosnavåg",delete-alt,62.3248448817449,5.649216634011492,Apotek 1 Herøy,,https://www.felleskatalogen.no/medisin/apotek/FosnavaAg/apotek-1-heroey-fosnavaag
